,model,category,l2_category,question_id,,blind,inst blind,Acc_Visual,Acc_Blind_inst,MG_Acc,Delta_Inst
26662,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,numeric commonsense and calculation,1246,0.0,,0.0,0.0,0.0,0.0,
26663,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,numeric commonsense and calculation,1249,0.0,,0.0,0.0,0.0,0.0,
26664,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1007,0.0,,0.0,0.0,0.0,0.0,
26665,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1008,100.0,,100.0,100.0,100.0,0.0,
26666,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1009,0.0,,100.0,0.0,100.0,-100.0,
26667,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1031,0.0,,0.0,0.0,0.0,0.0,
26668,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1037,100.0,,100.0,100.0,100.0,0.0,
26669,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1046,0.0,,0.0,0.0,0.0,0.0,
26670,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1052,0.0,,0.0,0.0,0.0,0.0,
26671,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1055,0.0,,0.0,0.0,0.0,0.0,
26672,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1056,0.0,,0.0,0.0,0.0,0.0,
26673,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1057,0.0,,0.0,0.0,0.0,0.0,
26674,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1058,100.0,,0.0,100.0,0.0,100.0,
26675,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1059,100.0,,100.0,100.0,100.0,0.0,
26676,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1061,0.0,,0.0,0.0,0.0,0.0,
26677,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1062,0.0,,0.0,0.0,0.0,0.0,
26678,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1063,0.0,,0.0,0.0,0.0,0.0,
26679,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1064,0.0,,100.0,0.0,100.0,-100.0,
26680,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1065,100.0,,100.0,100.0,100.0,0.0,
26681,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1066,0.0,,0.0,0.0,0.0,0.0,
26682,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1067,100.0,,100.0,100.0,100.0,0.0,
26683,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1068,0.0,,0.0,0.0,0.0,0.0,
26684,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1072,0.0,,0.0,0.0,0.0,0.0,
26685,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1073,0.0,,0.0,0.0,0.0,0.0,
26686,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1076,100.0,,100.0,100.0,100.0,0.0,
26687,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1080,100.0,,100.0,100.0,100.0,0.0,
26688,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1085,0.0,,0.0,0.0,0.0,0.0,
26689,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1086,0.0,,0.0,0.0,0.0,0.0,
26690,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1087,0.0,,0.0,0.0,0.0,0.0,
26691,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1089,0.0,,0.0,0.0,0.0,0.0,
26692,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1091,0.0,,0.0,0.0,0.0,0.0,
26693,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1092,0.0,,0.0,0.0,0.0,0.0,
26694,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1093,0.0,,0.0,0.0,0.0,0.0,
26695,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1097,100.0,,100.0,100.0,100.0,0.0,
26696,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1105,0.0,,0.0,0.0,0.0,0.0,
26697,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1107,0.0,,0.0,0.0,0.0,0.0,
26698,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1110,0.0,,0.0,0.0,0.0,0.0,
26699,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1111,0.0,,0.0,0.0,0.0,0.0,
26700,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1113,0.0,,0.0,0.0,0.0,0.0,
26701,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1116,100.0,,0.0,100.0,0.0,100.0,
26702,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1122,0.0,,0.0,0.0,0.0,0.0,
26703,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1125,0.0,,0.0,0.0,0.0,0.0,
26704,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1126,100.0,,0.0,100.0,0.0,100.0,
26705,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1139,0.0,,0.0,0.0,0.0,0.0,
26706,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1141,0.0,,0.0,0.0,0.0,0.0,
26707,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1144,100.0,,100.0,100.0,100.0,0.0,
26708,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1147,0.0,,100.0,0.0,100.0,-100.0,
26709,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1149,100.0,,0.0,100.0,0.0,100.0,
26710,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1151,0.0,,0.0,0.0,0.0,0.0,
26711,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1153,0.0,,0.0,0.0,0.0,0.0,
26712,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1159,0.0,,0.0,0.0,0.0,0.0,
26713,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1160,0.0,,100.0,0.0,100.0,-100.0,
26714,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1161,0.0,,0.0,0.0,0.0,0.0,
26715,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1165,0.0,,0.0,0.0,0.0,0.0,
26716,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1167,100.0,,0.0,100.0,0.0,100.0,
26717,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1170,100.0,,100.0,100.0,100.0,0.0,
26718,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1173,0.0,,0.0,0.0,0.0,0.0,
26719,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1174,0.0,,0.0,0.0,0.0,0.0,
26720,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1180,100.0,,100.0,100.0,100.0,0.0,
26721,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1183,0.0,,0.0,0.0,0.0,0.0,
26722,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1184,100.0,,100.0,100.0,100.0,0.0,
26723,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1185,0.0,,0.0,0.0,0.0,0.0,
26724,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1186,0.0,,0.0,0.0,0.0,0.0,
26725,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1188,100.0,,100.0,100.0,100.0,0.0,
26726,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1191,100.0,,0.0,100.0,0.0,100.0,
26727,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1195,100.0,,100.0,100.0,100.0,0.0,
26728,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1197,0.0,,0.0,0.0,0.0,0.0,
26729,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1199,0.0,,100.0,0.0,100.0,-100.0,
26730,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1200,0.0,,0.0,0.0,0.0,0.0,
26731,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1202,100.0,,100.0,100.0,100.0,0.0,
26732,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1203,100.0,,100.0,100.0,100.0,0.0,
26733,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1205,0.0,,0.0,0.0,0.0,0.0,
26734,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1206,100.0,,100.0,100.0,100.0,0.0,
26735,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1208,100.0,,0.0,100.0,0.0,100.0,
26736,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1209,100.0,,100.0,100.0,100.0,0.0,
26737,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1210,100.0,,100.0,100.0,100.0,0.0,
26738,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1211,0.0,,0.0,0.0,0.0,0.0,
26739,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1213,0.0,,0.0,0.0,0.0,0.0,
26740,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1217,0.0,,0.0,0.0,0.0,0.0,
26741,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1219,0.0,,0.0,0.0,0.0,0.0,
26742,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1221,0.0,,0.0,0.0,0.0,0.0,
26743,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1222,0.0,,100.0,0.0,100.0,-100.0,
26744,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1223,0.0,,0.0,0.0,0.0,0.0,
26745,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1224,0.0,,0.0,0.0,0.0,0.0,
26746,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1233,0.0,,0.0,0.0,0.0,0.0,
26747,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1237,0.0,,0.0,0.0,0.0,0.0,
26748,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1243,0.0,,0.0,0.0,0.0,0.0,
26749,LLaVA‑Mistral‑7B | SFT‑Blind VQA,math,statistical reasoning,1244,0.0,,0.0,0.0,0.0,0.0,
26750,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1250,0.0,,0.0,0.0,0.0,0.0,
26751,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1251,0.0,,0.0,0.0,0.0,0.0,
26752,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1252,0.0,,0.0,0.0,0.0,0.0,
26753,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1253,0.0,,0.0,0.0,0.0,0.0,
26754,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1256,0.0,,0.0,0.0,0.0,0.0,
26755,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1257,0.0,,0.0,0.0,0.0,0.0,
26756,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1258,0.0,,0.0,0.0,0.0,0.0,
26757,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1259,0.0,,0.0,0.0,0.0,0.0,
26758,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1260,0.0,,0.0,0.0,0.0,0.0,
26759,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1262,0.0,,0.0,0.0,0.0,0.0,
26760,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1263,0.0,,0.0,0.0,0.0,0.0,
26761,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1266,0.0,,0.0,0.0,0.0,0.0,
26762,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1269,0.0,,0.0,0.0,0.0,0.0,
26763,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1270,0.0,,0.0,0.0,0.0,0.0,
26764,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1271,0.0,,0.0,0.0,0.0,0.0,
26765,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1274,0.0,,0.0,0.0,0.0,0.0,
26766,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1275,0.0,,0.0,0.0,0.0,0.0,
26767,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1277,100.0,,100.0,100.0,100.0,0.0,
26768,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1281,0.0,,0.0,0.0,0.0,0.0,
26769,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1282,100.0,,0.0,100.0,0.0,100.0,
26770,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1283,0.0,,0.0,0.0,0.0,0.0,
26771,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1284,100.0,,100.0,100.0,100.0,0.0,
26772,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1285,0.0,,0.0,0.0,0.0,0.0,
26773,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1286,0.0,,0.0,0.0,0.0,0.0,
26774,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1287,0.0,,0.0,0.0,0.0,0.0,
26775,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1289,0.0,,0.0,0.0,0.0,0.0,
26776,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1290,0.0,,0.0,0.0,0.0,0.0,
26777,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1291,0.0,,0.0,0.0,0.0,0.0,
26778,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1292,0.0,,0.0,0.0,0.0,0.0,
26779,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1293,0.0,,0.0,0.0,0.0,0.0,
26780,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1294,0.0,,0.0,0.0,0.0,0.0,
26781,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1295,100.0,,100.0,100.0,100.0,0.0,
26782,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1296,0.0,,0.0,0.0,0.0,0.0,
26783,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1297,0.0,,0.0,0.0,0.0,0.0,
26784,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1299,0.0,,0.0,0.0,0.0,0.0,
26785,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1301,0.0,,0.0,0.0,0.0,0.0,
26786,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1309,0.0,,0.0,0.0,0.0,0.0,
26787,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1310,0.0,,0.0,0.0,0.0,0.0,
26788,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1311,100.0,,0.0,100.0,0.0,100.0,
26789,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1312,100.0,,0.0,100.0,0.0,100.0,
26790,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1313,0.0,,0.0,0.0,0.0,0.0,
26791,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1314,100.0,,0.0,100.0,0.0,100.0,
26792,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1315,0.0,,0.0,0.0,0.0,0.0,
26793,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1316,100.0,,100.0,100.0,100.0,0.0,
26794,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1318,0.0,,0.0,0.0,0.0,0.0,
26795,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1319,0.0,,0.0,0.0,0.0,0.0,
26796,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1320,100.0,,0.0,100.0,0.0,100.0,
26797,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1321,0.0,,0.0,0.0,0.0,0.0,
26798,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1323,0.0,,0.0,0.0,0.0,0.0,
26799,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1325,0.0,,0.0,0.0,0.0,0.0,
26800,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1328,0.0,,0.0,0.0,0.0,0.0,
26801,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1329,0.0,,0.0,0.0,0.0,0.0,
26802,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1331,0.0,,0.0,0.0,0.0,0.0,
26803,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1332,0.0,,0.0,0.0,0.0,0.0,
26804,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1333,0.0,,0.0,0.0,0.0,0.0,
26805,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1334,100.0,,100.0,100.0,100.0,0.0,
26806,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1335,100.0,,100.0,100.0,100.0,0.0,
26807,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1336,0.0,,0.0,0.0,0.0,0.0,
26808,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1340,0.0,,0.0,0.0,0.0,0.0,
26809,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1341,0.0,,0.0,0.0,0.0,0.0,
26810,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1342,0.0,,0.0,0.0,0.0,0.0,
26811,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1343,0.0,,0.0,0.0,0.0,0.0,
26812,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1344,100.0,,0.0,100.0,0.0,100.0,
26813,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1345,0.0,,0.0,0.0,0.0,0.0,
26814,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1352,0.0,,0.0,0.0,0.0,0.0,
26815,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1353,0.0,,0.0,0.0,0.0,0.0,
26816,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1356,100.0,,100.0,100.0,100.0,0.0,
26817,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1357,0.0,,0.0,0.0,0.0,0.0,
26818,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1359,100.0,,0.0,100.0,0.0,100.0,
26819,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1361,100.0,,0.0,100.0,0.0,100.0,
26820,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1362,0.0,,0.0,0.0,0.0,0.0,
26821,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1365,0.0,,0.0,0.0,0.0,0.0,
26822,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1367,0.0,,0.0,0.0,0.0,0.0,
26823,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1368,0.0,,0.0,0.0,0.0,0.0,
26824,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1369,100.0,,100.0,100.0,100.0,0.0,
26825,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1370,0.0,,0.0,0.0,0.0,0.0,
26826,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1372,100.0,,100.0,100.0,100.0,0.0,
26827,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1373,0.0,,0.0,0.0,0.0,0.0,
26828,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1374,0.0,,0.0,0.0,0.0,0.0,
26829,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1375,0.0,,0.0,0.0,0.0,0.0,
26830,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1376,100.0,,100.0,100.0,100.0,0.0,
26831,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1377,0.0,,0.0,0.0,0.0,0.0,
26832,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1379,0.0,,0.0,0.0,0.0,0.0,
26833,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1380,0.0,,0.0,0.0,0.0,0.0,
26834,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1381,100.0,,100.0,100.0,100.0,0.0,
26835,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1382,0.0,,0.0,0.0,0.0,0.0,
26836,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1383,0.0,,0.0,0.0,0.0,0.0,
26837,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1384,0.0,,0.0,0.0,0.0,0.0,
26838,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1385,0.0,,0.0,0.0,0.0,0.0,
26839,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1386,0.0,,0.0,0.0,0.0,0.0,
26840,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1387,0.0,,0.0,0.0,0.0,0.0,
26841,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1388,0.0,,0.0,0.0,0.0,0.0,
26842,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1389,0.0,,0.0,0.0,0.0,0.0,
26843,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1390,0.0,,0.0,0.0,0.0,0.0,
26844,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1391,0.0,,0.0,0.0,0.0,0.0,
26845,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1393,0.0,,100.0,0.0,100.0,-100.0,
26846,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1396,0.0,,0.0,0.0,0.0,0.0,
26847,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1398,100.0,,0.0,100.0,0.0,100.0,
26848,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1399,0.0,,0.0,0.0,0.0,0.0,
26849,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1407,0.0,,0.0,0.0,0.0,0.0,
26850,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1408,100.0,,100.0,100.0,100.0,0.0,
26851,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1409,0.0,,0.0,0.0,0.0,0.0,
26852,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1413,0.0,,0.0,0.0,0.0,0.0,
26853,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1415,0.0,,0.0,0.0,0.0,0.0,
26854,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1419,0.0,,0.0,0.0,0.0,0.0,
26855,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1430,0.0,,0.0,0.0,0.0,0.0,
26856,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1431,0.0,,0.0,0.0,0.0,0.0,
26857,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1433,0.0,,0.0,0.0,0.0,0.0,
26858,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1443,0.0,,0.0,0.0,0.0,0.0,
26859,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1444,0.0,,0.0,0.0,0.0,0.0,
26860,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1449,0.0,,0.0,0.0,0.0,0.0,
26861,LLaVA‑Mistral‑7B | SFT‑Blind VQA,science & technology,biology & chemistry & physics,1450,0.0,,0.0,0.0,0.0,0.0,
