,﻿question_num,question_id,answer,confidence,time_spent_seconds,answer_timestamp,participant_id,question,answer_type,answer_original,answer_raw,answer_normalized,correct,answer_similarity,gt_answers,visual_gt,model,meta_model,condition,question_type
4649,488,493846001,It seems like I can wear a helmet.,1.0,19.1,2025-12-08T16:26:30.296846,14d2420f_20251208_150302,What might someone wear on their head when riding this thing?,other,헬멧을 착용할 수 잇을듯,It seems like I can wear a helmet.,it seems like i can wear a helmet,0.0,60.7,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4651,488,493846001,yes,1.0,7.85,2025-12-02T10:57:12.077368,29127478_20251202_100107,What might someone wear on their head when riding this thing?,other,네,yes,yes,0.0,22.1,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4652,488,493846001,No.,1.0,4.86,2025-11-26T09:17:39.314004,218b2db5_20251126_084136,What might someone wear on their head when riding this thing?,other,아니오,No.,no,0.0,21.4,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4653,488,493846001,Helmet,0.25,36.42,2025-11-26T15:40:04.964736,3238ebaf_20251126_140604,What might someone wear on their head when riding this thing?,other,,Helmet,helmet,100.0,89.5,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4654,488,493846001,yes,1.0,5.28,2025-12-05T23:46:23.119822,3a36e078_20251205_225238,What might someone wear on their head when riding this thing?,other,네,yes,yes,0.0,22.1,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4655,488,493846001,yes,1.0,5.08,2025-11-27T15:04:41.485770,5d843d39_20251127_141921,What might someone wear on their head when riding this thing?,other,네,yes,yes,0.0,22.1,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4656,488,493846001,Helmets,0.75,6.43,2025-12-11T01:08:18.657666,60de6bd6_20251210_170035,What might someone wear on their head when riding this thing?,other,헬멧,Helmets,helmets,0.0,81.0,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4657,488,493846001,Helmets,0.75,8.06,2025-11-25T14:57:45.871443,6b3a1a8d_20251125_135446,What might someone wear on their head when riding this thing?,other,헬멧,Helmets,helmets,0.0,81.0,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4658,488,493846001,yes,0.25,6.98,2025-12-04T22:08:08.048442,73df43f3_20251204_210431,What might someone wear on their head when riding this thing?,other,네,yes,yes,0.0,22.1,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4659,488,493846001,Helmets,0.25,16.28,2025-12-13T14:45:13.651236,74d408e5_20251213_134035,What might someone wear on their head when riding this thing?,other,헬멧,Helmets,helmets,0.0,81.0,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4660,488,493846001,yes,0.75,12.24,2025-12-09T17:26:07.613200,9c5d09f3_20251209_121033,What might someone wear on their head when riding this thing?,other,네,yes,yes,0.0,22.1,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4661,488,493846001,helmets,0.75,29.93,2025-12-10T20:01:00.550224,825ff3e9_20251210_192335,What might someone wear on their head when riding this thing?,other,,helmets,helmets,0.0,81.0,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4662,488,493846001,Helmets,0.75,9.73,2025-12-12T00:42:33.933204,a5909497_20251211_232822,What might someone wear on their head when riding this thing?,other,헬멧,Helmets,helmets,0.0,81.0,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4663,488,493846001,yes,0.25,4.53,2025-11-27T20:20:29.260733,b9b2cb98_20251127_193952,What might someone wear on their head when riding this thing?,other,네,yes,yes,0.0,22.1,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4664,488,493846001,yes,0.75,2.97,2025-11-28T23:12:27.678869,dd0f9986_20251128_222537,What might someone wear on their head when riding this thing?,other,네,yes,yes,0.0,22.1,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4665,488,493846001,Helmet,0.75,7.58,2025-12-03T22:28:36.049999,f616d5c7_20251203_212223,What might someone wear on their head when riding this thing?,other,헬맷,Helmet,helmet,100.0,89.5,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4666,488,493846001,headband,0.05,4.88,2025-11-25T21:12:08.545158,d1548553_20251125_202324,What might someone wear on their head when riding this thing?,other,헤어밴드,headband,headband,0.0,57.5,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4667,488,493846001,yes,0.5,4.15,2025-12-05T15:54:54.527671,2e184452_20251205_141511_cleaned,What might someone wear on their head when riding this thing?,other,,yes,yes,0.0,22.1,"['helmet', 'helmet', 'helmet', 'cap', 'helmet', 'helmet', 'helmet', 'helmet', 'hat', 'helmet']",helmet,Humans,humans,inst blind,what
4668,489,102421000,No.,0.75,4.23,2025-11-24T14:12:29.136477,0756a860_20251124_133827,Can you tell if the cat is looking at bright light?,yes/no,아니오,No.,no,100.0,84.0,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4669,489,102421000,I don't know,0.75,5.39,2025-12-10T23:48:09.721242,02f952bb_20251210_230336,Can you tell if the cat is looking at bright light?,yes/no,모르겠음,I don't know,i dont know,0.0,26.0,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4670,489,102421000,By looking at the size of your pupils,1.0,6.21,2025-12-08T16:26:36.732849,14d2420f_20251208_150302,Can you tell if the cat is looking at bright light?,yes/no,네 동공의 크기를 보고,By looking at the size of your pupils,by looking at the size of your pupils,0.0,-1.0,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4672,489,102421000,yes,1.0,3.2,2025-12-02T10:57:15.478861,29127478_20251202_100107,Can you tell if the cat is looking at bright light?,yes/no,네,yes,yes,100.0,89.3,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4673,489,102421000,yes,1.0,2.7,2025-11-26T09:17:42.214233,218b2db5_20251126_084136,Can you tell if the cat is looking at bright light?,yes/no,네,yes,yes,100.0,89.3,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4674,489,102421000,Yes,0.25,5.03,2025-11-26T15:40:10.189250,3238ebaf_20251126_140604,Can you tell if the cat is looking at bright light?,yes/no,,Yes,yes,100.0,89.3,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4675,489,102421000,yes,1.0,4.33,2025-12-05T23:46:27.723480,3a36e078_20251205_225238,Can you tell if the cat is looking at bright light?,yes/no,네,yes,yes,100.0,89.3,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4676,489,102421000,no,0.75,4.0,2025-11-27T15:04:45.696128,5d843d39_20251127_141921,Can you tell if the cat is looking at bright light?,yes/no,아니요,no,no,100.0,84.0,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4677,489,102421000,yes,0.25,5.43,2025-12-11T01:08:24.483175,60de6bd6_20251210_170035,Can you tell if the cat is looking at bright light?,yes/no,네,yes,yes,100.0,89.3,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4678,489,102421000,yes,0.75,4.18,2025-11-25T14:57:50.240275,6b3a1a8d_20251125_135446,Can you tell if the cat is looking at bright light?,yes/no,네,yes,yes,100.0,89.3,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4679,489,102421000,No.,0.25,6.1,2025-12-04T22:08:14.489622,73df43f3_20251204_210431,Can you tell if the cat is looking at bright light?,yes/no,아뇨,No.,no,100.0,84.0,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4680,489,102421000,no,0.75,6.2,2025-12-13T14:45:20.055863,74d408e5_20251213_134035,Can you tell if the cat is looking at bright light?,yes/no,아니요,no,no,100.0,84.0,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4681,489,102421000,No.,0.5,3.33,2025-12-09T17:26:11.253789,9c5d09f3_20251209_121033,Can you tell if the cat is looking at bright light?,yes/no,아니오,No.,no,100.0,84.0,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4682,489,102421000,yes,1.0,2.65,2025-12-10T20:01:03.436716,825ff3e9_20251210_192335,Can you tell if the cat is looking at bright light?,yes/no,,yes,yes,100.0,89.3,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4683,489,102421000,yes,0.75,14.2,2025-12-12T00:42:48.382998,a5909497_20251211_232822,Can you tell if the cat is looking at bright light?,yes/no,네,yes,yes,100.0,89.3,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4684,489,102421000,I don't know.,0.25,4.75,2025-11-27T20:20:34.262334,b9b2cb98_20251127_193952,Can you tell if the cat is looking at bright light?,yes/no,모른다.,I don't know.,i dont know,0.0,26.0,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4685,489,102421000,yes,1.0,2.74,2025-11-28T23:12:30.612261,dd0f9986_20251128_222537,Can you tell if the cat is looking at bright light?,yes/no,네,yes,yes,100.0,89.3,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4686,489,102421000,yes,0.75,4.59,2025-12-03T22:28:40.941799,f616d5c7_20251203_212223,Can you tell if the cat is looking at bright light?,yes/no,네,yes,yes,100.0,89.3,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4687,489,102421000,It is unknown.,0.75,3.92,2025-11-25T21:12:12.672615,d1548553_20251125_202324,Can you tell if the cat is looking at bright light?,yes/no,알 수 없다,It is unknown.,it is unknown,0.0,24.1,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4688,489,102421000,Unknown,0.5,6.93,2025-12-05T15:55:01.689824,2e184452_20251205_141511_cleaned,Can you tell if the cat is looking at bright light?,yes/no,모름,Unknown,unknown,0.0,31.8,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,can you
4689,490,215581002,yes,1.0,4.12,2025-11-24T14:12:33.488742,0756a860_20251124_133827,Does this picture show carrots in a basket?,yes/no,네,yes,yes,100.0,89.3,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4690,490,215581002,yes,1.0,4.99,2025-12-10T23:48:14.891309,02f952bb_20251210_230336,Does this picture show carrots in a basket?,yes/no,네,yes,yes,100.0,89.3,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4691,490,215581002,no,0.25,4.52,2025-12-08T16:26:41.463161,14d2420f_20251208_150302,Does this picture show carrots in a basket?,yes/no,아니요,no,no,100.0,84.0,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4693,490,215581002,yes,1.0,2.4,2025-12-02T10:57:18.079717,29127478_20251202_100107,Does this picture show carrots in a basket?,yes/no,네,yes,yes,100.0,89.3,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4694,490,215581002,yes,1.0,2.39,2025-11-26T09:17:44.796752,218b2db5_20251126_084136,Does this picture show carrots in a basket?,yes/no,네,yes,yes,100.0,89.3,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4695,490,215581002,Yes,0.25,23.06,2025-11-26T15:40:33.427248,3238ebaf_20251126_140604,Does this picture show carrots in a basket?,yes/no,,Yes,yes,100.0,89.3,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4696,490,215581002,yes,1.0,2.82,2025-12-05T23:46:30.849471,3a36e078_20251205_225238,Does this picture show carrots in a basket?,yes/no,네,yes,yes,100.0,89.3,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4697,490,215581002,yes,0.75,3.19,2025-11-27T15:04:49.115080,5d843d39_20251127_141921,Does this picture show carrots in a basket?,yes/no,네,yes,yes,100.0,89.3,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4698,490,215581002,no,0.25,4.92,2025-12-11T01:08:29.619697,60de6bd6_20251210_170035,Does this picture show carrots in a basket?,yes/no,아니요,no,no,100.0,84.0,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4699,490,215581002,No.,0.5,4.28,2025-11-25T14:57:54.712062,6b3a1a8d_20251125_135446,Does this picture show carrots in a basket?,yes/no,아니오,No.,no,100.0,84.0,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4700,490,215581002,yes,0.75,4.55,2025-12-04T22:08:19.291177,73df43f3_20251204_210431,Does this picture show carrots in a basket?,yes/no,네,yes,yes,100.0,89.3,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4701,490,215581002,no,0.5,4.27,2025-12-13T14:45:24.533341,74d408e5_20251213_134035,Does this picture show carrots in a basket?,yes/no,아니요,no,no,100.0,84.0,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4702,490,215581002,No.,0.75,4.47,2025-12-09T17:26:16.326450,9c5d09f3_20251209_121033,Does this picture show carrots in a basket?,yes/no,아니오,No.,no,100.0,84.0,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4703,490,215581002,yes,0.25,2.18,2025-12-10T20:01:05.893051,825ff3e9_20251210_192335,Does this picture show carrots in a basket?,yes/no,,yes,yes,100.0,89.3,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4704,490,215581002,yes,1.0,5.75,2025-12-12T00:42:54.385398,a5909497_20251211_232822,Does this picture show carrots in a basket?,yes/no,네,yes,yes,100.0,89.3,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4705,490,215581002,yes,0.25,2.81,2025-11-27T20:20:37.424844,b9b2cb98_20251127_193952,Does this picture show carrots in a basket?,yes/no,네,yes,yes,100.0,89.3,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4706,490,215581002,yes,1.0,2.7,2025-11-28T23:12:33.510687,dd0f9986_20251128_222537,Does this picture show carrots in a basket?,yes/no,네,yes,yes,100.0,89.3,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4707,490,215581002,yes,0.75,2.56,2025-12-03T22:28:43.696444,f616d5c7_20251203_212223,Does this picture show carrots in a basket?,yes/no,네,yes,yes,100.0,89.3,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4708,490,215581002,yes,0.75,1.6,2025-11-25T21:12:14.502659,d1548553_20251125_202324,Does this picture show carrots in a basket?,yes/no,네,yes,yes,100.0,89.3,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4709,490,215581002,yes,0.5,2.55,2025-12-05T15:55:04.469631,2e184452_20251205_141511_cleaned,Does this picture show carrots in a basket?,yes/no,,yes,yes,100.0,89.3,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",yes,Humans,humans,inst blind,does this
4710,491,50828012,yes,0.75,4.3,2025-11-24T14:12:37.981231,0756a860_20251124_133827,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4711,491,50828012,yes,0.75,3.15,2025-12-10T23:48:18.230687,02f952bb_20251210_230336,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4712,491,50828012,yes,0.5,3.36,2025-12-08T16:26:45.058072,14d2420f_20251208_150302,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4714,491,50828012,yes,1.0,2.26,2025-12-02T10:57:20.538301,29127478_20251202_100107,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4715,491,50828012,yes,1.0,1.38,2025-11-26T09:17:46.364152,218b2db5_20251126_084136,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4716,491,50828012,Yes,0.25,1.95,2025-11-26T15:40:35.554608,3238ebaf_20251126_140604,Are the lights on in the room?,yes/no,,Yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4717,491,50828012,yes,1.0,2.34,2025-12-05T23:46:33.435536,3a36e078_20251205_225238,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4718,491,50828012,yes,1.0,2.65,2025-11-27T15:04:51.994535,5d843d39_20251127_141921,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4719,491,50828012,yes,0.75,3.01,2025-12-11T01:08:32.861331,60de6bd6_20251210_170035,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4720,491,50828012,yes,0.5,2.44,2025-11-25T14:57:57.341216,6b3a1a8d_20251125_135446,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4721,491,50828012,yes,0.5,3.25,2025-12-04T22:08:22.778793,73df43f3_20251204_210431,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4722,491,50828012,Yes,0.25,3.21,2025-12-13T14:45:27.950323,74d408e5_20251213_134035,Are the lights on in the room?,yes/no,예,Yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4723,491,50828012,yes,0.75,2.69,2025-12-09T17:26:19.543933,9c5d09f3_20251209_121033,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4724,491,50828012,yes,0.75,2.52,2025-12-10T20:01:08.626193,825ff3e9_20251210_192335,Are the lights on in the room?,yes/no,,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4725,491,50828012,yes,0.25,5.81,2025-12-12T00:43:00.494960,a5909497_20251211_232822,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4726,491,50828012,yes,0.5,3.37,2025-11-27T20:20:41.021964,b9b2cb98_20251127_193952,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4727,491,50828012,yes,1.0,2.44,2025-11-28T23:12:36.151505,dd0f9986_20251128_222537,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4728,491,50828012,yes,0.75,2.89,2025-12-03T22:28:46.868069,f616d5c7_20251203_212223,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4729,491,50828012,yes,1.0,1.64,2025-11-25T21:12:16.345992,d1548553_20251125_202324,Are the lights on in the room?,yes/no,네,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4730,491,50828012,yes,0.5,3.48,2025-12-05T15:55:08.205897,2e184452_20251205_141511_cleaned,Are the lights on in the room?,yes/no,,yes,yes,33.3,76.0,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are the
4731,492,376493000,No.,1.0,4.06,2025-11-24T14:12:42.265213,0756a860_20251124_133827,Is there a yield sign in the picture?,yes/no,아니오,No.,no,100.0,100.0,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,is there a
4732,492,376493000,no,0.75,3.84,2025-12-10T23:48:22.241922,02f952bb_20251210_230336,Is there a yield sign in the picture?,yes/no,아니요,no,no,100.0,100.0,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,is there a
4733,492,376493000,no,0.25,5.25,2025-12-08T16:26:50.520381,14d2420f_20251208_150302,Is there a yield sign in the picture?,yes/no,아니요,no,no,100.0,100.0,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,is there a
4735,492,376493000,yes,1.0,4.26,2025-12-02T10:57:25.002211,29127478_20251202_100107,Is there a yield sign in the picture?,yes/no,네,yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,is there a
4736,492,376493000,yes,1.0,1.58,2025-11-26T09:17:48.137417,218b2db5_20251126_084136,Is there a yield sign in the picture?,yes/no,네,yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,is there a
4737,492,376493000,Yes,0.25,1.74,2025-11-26T15:40:37.475977,3238ebaf_20251126_140604,Is there a yield sign in the picture?,yes/no,,Yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,is there a
4738,492,376493000,yes,1.0,2.5,2025-12-05T23:46:36.199473,3a36e078_20251205_225238,Is there a yield sign in the picture?,yes/no,네,yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,is there a
4739,492,376493000,yes,1.0,3.11,2025-11-27T15:04:55.323198,5d843d39_20251127_141921,Is there a yield sign in the picture?,yes/no,네,yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,is there a
4740,492,376493000,no,0.5,4.22,2025-12-11T01:08:37.316307,60de6bd6_20251210_170035,Is there a yield sign in the picture?,yes/no,아니요,no,no,100.0,100.0,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,is there a
4741,492,376493000,yes,0.5,1.73,2025-11-25T14:57:59.254536,6b3a1a8d_20251125_135446,Is there a yield sign in the picture?,yes/no,네,yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,is there a
4742,492,376493000,yes,0.5,3.49,2025-12-04T22:08:26.542060,73df43f3_20251204_210431,Is there a yield sign in the picture?,yes/no,네,yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,is there a
4743,492,376493000,no,0.75,13.12,2025-12-13T14:45:41.272585,74d408e5_20251213_134035,Is there a yield sign in the picture?,yes/no,아니요,no,no,100.0,100.0,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,is there a
4744,492,376493000,No.,0.5,6.82,2025-12-09T17:26:26.817602,9c5d09f3_20251209_121033,Is there a yield sign in the picture?,yes/no,아니오,No.,no,100.0,100.0,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,is there a
