,category,l2_category,question,answer,correct
395,fine-grained perception,recognition,"What is the color of the socks detected in the attribute detection of the image?
Options: A: Black, B: Red, C: White, D: Striped",C,0.25
114,coarse perception,image scene and topic,"What is the sport being played in the image?
Options: A: Tennis, B: Soccer, C: Volleyball, D: Basketball",B,0.25
116,coarse perception,image scene and topic,"What is the weather like in the image?
Options: A: Cloudy and cool, B: Sunny and hot, C: Windy and stormy, D: Hazy and humid",A,0.25
188,coarse perception,image style & quality,"Which image shows the highest contrast?
Options: A: upper left, B: upper right, C: down left, D: down right",D,0.25
235,fine-grained perception,localization,"Which object is closest to the center of the image?
Options: A: Person, B: Guitar, C: Drum, D: Microphone",A,0.25
166,coarse perception,image style & quality,"What style does this image represent?
Options: A: HDR, B: watercolor, C: comic, D: photograph",B,0.25
167,coarse perception,image style & quality,"Which art style is showcased in this image?
Options: A: depth of field, B: pencil, C: vector art, D: Baroque",B,0.25
272,fine-grained perception,object counting,"How many mirrors are visible in the image?
Options: A: 0, B: 2, C: 1, D: 3",B,0.25
274,fine-grained perception,object counting,"How many musical instruments can be seen in the image?
Options: A: One, B: Four, C: Three, D: Two",D,0.25
262,fine-grained perception,object counting,"How many dogs can be seen in the image?
Options: A: 3, B: 2, C: 1, D: 4",B,0.25
289,fine-grained perception,object counting,"How many people are present in the image?
Options: A: 1, B: 2, C: 4, D: 3",B,0.25
277,fine-grained perception,object counting,"How many paintings are in the image?
Options: A: 0, B: 2, C: 1, D: 3",B,0.25
280,fine-grained perception,object counting,"How many people are on stage in the image?
Options: A: One, B: Four, C: Three, D: Two",B,0.25
282,fine-grained perception,object counting,"How many people are on stage?
Options: A: 3, B: 4, C: 5, D: 6",B,0.25
245,fine-grained perception,object counting,"How many angels have halos?
Options: A: Two, B: One, C: nan, D: Three",D,0.25
246,fine-grained perception,object counting,"How many apples are there in the image? And how many bananas are there?
Options: A: 3 apples and 1 bananas, B: 3 apples and 2 bananas, C: 1 apples and 1 bananas, D: 2 apples and 1 bananas",C,0.25
248,fine-grained perception,object counting,"How many archways are there in the image?
Options: A: One, B: Four, C: Three, D: Two",D,0.25
230,fine-grained perception,localization,"Where is the stage located in the image relative to the musician?
Options: A: Above the musician, B: To the right of the musician, C: To the left of the musician, D: Below the musician",D,0.25
359,fine-grained perception,recognition,"What color is the horse in the image?
Options: A: Black, B: Brown, C: Grey, D: White",D,0.25
308,fine-grained perception,object counting,"How many plants are in the image?
Options: A: 1, B: 2, C: 3, D: 4",A,0.25
312,fine-grained perception,object counting,"How many soccer players are present in the image?
Options: A: 6, B: 8, C: 10, D: 12",B,0.25
313,fine-grained perception,object counting,"How many stages are shown in the diagram?
Options: A: 6, B: 7, C: 3, D: 2",C,0.25
446,fine-grained perception,recognition,"Who is the person in this image?
Options: A: Elon Musk, B: Xiang Liu, C: Jay Chou, D: Ming Yao",C,0.25
448,fine-grained perception,recognition,"Who is wearing black pants in the image?
Options: A: The man on stage, B: The person in the background, C: The woman playing an instrument, D: The person walking in the room",C,0.25
432,fine-grained perception,recognition,"What type of electronic device is on the table?
Options: A: Tablet, B: Laptop computer, C: Smartphone, D: Desktop computer",D,0.25
305,fine-grained perception,object counting,"How many persons are playing guitar in the concert?
Options: A: 1, B: 2, C: 3, D: 4",A,0.25
205,fine-grained perception,localization,"In the scene, where is the phone located?
Options: A: In the woman's hand, B: The phone is not visible, C: On the ground near the couple, D: In the man's hand",D,0.25
223,fine-grained perception,localization,"Where is the guitarist in relation to the other instrumentalists?
Options: A: Behind them, B: In front of them, C: To the left of them, D: To the right of them",C,0.25
224,fine-grained perception,localization,"Where is the man wearing a black backpack?
Options: A: In the foreground, B: In the background, C: In the middle of the image, D: Cannot be determined",C,0.25
213,fine-grained perception,localization,"What is the position of the person playing an instrument in the image?
Options: A: Standing on the left side of the stage, B: Standing on the right side of the stage, C: Sitting in the center of the stage, D: Standing at the back of the stage",B,0.25
257,fine-grained perception,object counting,"How many chairs are there on the balcony in the image?
Options: A: 1, B: 3, C: 2, D: 4",B,0.25
258,fine-grained perception,object counting,"How many chairs are visible in the image?
Options: A: 2, B: 3, C: 4, D: 5",B,0.25
244,fine-grained perception,object counting,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the value of the largest individual bar in the whole chart?
Choices:
(A) 8
(B) 5
(C) 6
(D) 7",A,0.25
438,fine-grained perception,recognition,"Which corner doesn't have any fruits?
Options: A: top-right, B: top-left, C: bottom-left, D: bottom-right",A,0.25
444,fine-grained perception,recognition,"Which term matches the picture?
Options: A: filtration, B: centrifugation, C: nan, D: nan",A,0.25
355,fine-grained perception,recognition,"What color are the walls in the bathroom?
Options: A: White, B: Blue, C: Beige, D: Tan",C,0.25
332,fine-grained perception,object counting,"how many dogs are there？
Options: A: 3, B: 4, C: 2, D: 6",B,0.25
333,fine-grained perception,recognition,"According to this picture, how old are Dennis.
Options: A: 38, B: 45, C: 29, D: 47",B,0.25
1,coarse perception,image emotion,"What emotion is portrayed in this image?
Options: A: happiness, B: sadness, C: anger, D: loneliness",B,0.25
146,coarse perception,image scene and topic,"Which of the following captions best describes this image?
Options: A: A group of people playing soccer in a field, B: A woman walking her dog on a beach, C: A man riding a bicycle on a mountain trail, D: A child playing with a ball in a park",A,0.25
378,fine-grained perception,recognition,"What is the color of the ears on the dessert item located in the bottom right of the image?
Options: A: Red, B: Brown, C: Black, D: White",D,0.25
380,fine-grained perception,recognition,"What is the color of the hat in the image?
Options: A: Black, B: Brown, C: Beige, D: White",B,0.25
381,fine-grained perception,recognition,"What is the color of the hat that the person in the image is wearing?
Options: A: Blue, B: Purple, C: Yellow, D: Pink",B,0.25
361,fine-grained perception,recognition,"What color is the microphone on stage?
Options: A: Pink, B: Silver, C: Red, D: Black",D,0.25
364,fine-grained perception,recognition,"What color is the ribbon that the man on the right is holding?
Options: A: Red, B: Green, C: Yellow, D: Blue",B,0.25
16,coarse perception,image emotion,"Which mood does this image convey?
Options: A: Sad, B: Anxious, C: Happy, D: Angry",B,0.25
53,coarse perception,image scene and topic,"What is the general theme of the image?
Options: A: Beach party, B: Fair or festival, C: Wedding celebration, D: Night market",D,0.25
60,coarse perception,image scene and topic,"What is the main event in the image?
Options: A: A theater play, B: A sporting event, C: A concert, D: A dance competition",D,0.25
110,coarse perception,image scene and topic,"What is the primary subject of the image?
Options: A: The sunrise, B: The grassy field, C: The trees, D: The fog",B,0.23076923076923078
134,coarse perception,image scene and topic,"Which action is performed in this image?
Options: A: marching, B: playing cymbals, C: long jump, D: cheerleading",C,0.23076923076923078
133,coarse perception,image scene and topic,"Where is the largest body of water in the image located?
Options: A: At the center of the image, B: On the bottom of the image, C: On the left side of the image, D: On the right side of the image",A,0.23076923076923078
151,coarse perception,image scene and topic,"Which of the following objects is the closest to the apple in the image?
Options: A: Grilled caramel apple crunch on tin foil, B: Small jar in the middle, C: White and black wax paper, D: None of the above",B,0.23076923076923078
67,coarse perception,image scene and topic,"What is the main focus of the image?
Options: A: A fountain with a horse and dragon statue, B: A building with sculptures in the front yard, C: A park with a statue of a man on a horse, D: A statue of a lion and a dragon in front of a building",C,0.23076923076923078
8,coarse perception,image emotion,"What is the overall mood of the image?
Options: A: Neutral, B: Somber, C: Tense, D: Joyful",A,0.23076923076923078
23,coarse perception,image scene and topic,"Based on the image, what could be an appropriate title for this scene?
Options: A: ""A Peaceful Countryside Gathering"", B: ""A Bustling City Square"", C: ""A Day at the Beach"", D: ""A Mountain Adventure""",B,0.23076923076923078
84,coarse perception,image scene and topic,"What is the most frequent color shown in the image?
Options: A: White, B: Brown, C: Blue, D: Green",D,0.23076923076923078
117,coarse perception,image scene and topic,"What is the weather like in the image?
Options: A: Snowy, B: Cloudy, C: Rainy, D: Sunny",B,0.23076923076923078
189,coarse perception,image style & quality,"Which image shows the highest sharpness?
Options: A: upper left, B: upper right, C: down left, D: down right",A,0.23076923076923078
38,coarse perception,image scene and topic,"What is the color of the majority of objects in the image?
Options: A: White, B: Gray, C: Blue, D: Green",A,0.23076923076923078
47,coarse perception,image scene and topic,"What is the dominant color of the image?
Options: A: White, B: Green, C: Gray, D: Blue",C,0.23076923076923078
65,coarse perception,image scene and topic,"What is the main feature of the pictured place?
Options: A: Large windows with views of the ocean, B: A swimming pool in the living room, C: A decorative green bench, D: A mountain in the distance",B,0.23076923076923078
105,coarse perception,image scene and topic,"What is the primary focus of the image?
Options: A: A woman riding a horse on a beach at sunset, B: A man riding a horse on a beach at sunset, C: A couple riding horses on a beach at sunset, D: A horse on a beach at sunset",B,0.23076923076923078
73,coarse perception,image scene and topic,"What is the main focus of the image?
Options: A: the woman's phone, B: the woman's hairstyle, C: the woman's sweater, D: the background scenery",B,0.23076923076923078
54,coarse perception,image scene and topic,"What is the general theme of this image?
Options: A: Candy buffet, B: Ice cream sundae, C: Yogurt containers, D: Fruit desserts",B,0.23076923076923078
190,coarse perception,image style & quality,"Which image shows the highest sharpness?
Options: A: upper left, B: upper right, C: down left, D: down right",C,0.2222222222222222
183,coarse perception,image style & quality,"Which image is the brightest one?
Options: A: upper left, B: upper right, C: down left, D: down right",C,0.2222222222222222
192,coarse perception,image style & quality,"what style is depicted in this image?
Options: A: impressionism, B: post-Impressionism, C: modernism, D: dadaism",A,0.20833333333333334
171,coarse perception,image style & quality,"Which category does this image belong to?
Options: A: MRI image, B: icon, C: microscopic image, D: abstract painting",D,0.20833333333333334
1249,science & technology,biology & chemistry & physics,"What is a primary consumer?
Options: A: turtle, B: sanderling, C: razor clam, D: plankton",C,0.2
833,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: How many bars have values larger than 4?
Choices:
(A) 0
(B) 1
(C) 2
(D) 3",C,0.2
1365,science & technology,electronics & energy & mechanical eng.,"Which graph shows how power dissipated P varies with current I in a component that obeys Ohm's law?<image 1>
Options: A: A, B: B, C: C, D: D",A,0.2
834,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: How many countries have people working for more than 35 hours over the years?
Choices:
(A) 2
(B) 4
(C) 1
(D) 3",A,0.2
1053,math,numeric commonsense and calculation,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Colton wants to buy 1+3/10 kilograms of English muffins. How much will he spend? (Unit: $)
Choices:
(A) 10.4
(B) 5.2
(C) 0
(D) 1",A,0.2
1052,math,numeric commonsense and calculation,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Choose the answer.
Choices:
(A) A
(B) B
(C) C
(D) D",A,0.2
1014,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the size of the shaded area under the curve? Round the answer to 2 decimal places
Choices:
(A) 7.07
(B) 6.97
(C) 7.14
(D) 9.00",A,0.2
919,logical reasoning,diagram reasoning,"Which month has the lowest average precipitation in London?
Options: A: July, B: February, C: November, D: nan",A,0.2
1259,science & technology,biology & chemistry & physics,"What is the expected ratio of offspring with white spots to offspring with solid coloring? Choose the most likely ratio.
Options: A: 4:0, B: 3:1, C: 1:3, D: 0:4",D,0.2
1252,science & technology,biology & chemistry & physics,"What is released back into the atmosphere?
Options: A: photosynthesis, B: sunlight, C: carbon dioxide, D: carbon",D,0.2
1002,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the biggest zero of this function?
Choices:
(A) 2
(B) 1
(C) 3
(D) 4",A,0.2
1001,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: The measure of angle BAC equals x*\degree. What is the value of x?
Choices:
(A) 30
(B) 10
(C) 20
(D) 40",A,0.2
707,logical reasoning,code & sequence reasoning,"What is correct Python code to generate the content of the image?
Options: A: x = lambda a, b, c: a + b + c\nprint(x(5, 6, 2))\n, B: x = min(5, 10, 25)\ny = max(5, 10, 25)\n\nprint(x)\nprint(y), C: class Person:\n  def __init__(self, name, age):\n    self.name = name\n    self.age = age\n\np1 = Person(""John"", 36)\n\nprint(p1.name)\nprint(p1.age), D: i = 1\nwhile i < 6:\n  print(i)\n  i += 1\n",B,0.2
703,logical reasoning,code & sequence reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Which option is correct?
Choices:
(A) A
(B) B
(C) C",C,0.2
739,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Subtract all brown things. Subtract all tiny blue metallic objects. How many objects are left?
Choices:
(A) 0
(B) 4
(C) 3
(D) 2",D,0.2
749,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Subtract all small gray spheres. Subtract all cylinders. How many objects are left?
Choices:
(A) 0
(B) 1
(C) 2
(D) 3",C,0.2
1269,science & technology,biology & chemistry & physics,"What represents flat feet in the diagram?
Options: A: C, B: none of the above, C: A, D: B",A,0.2
1280,science & technology,biology & chemistry & physics,"Where would a loss of taste be expected? <image 1>
Options: A: 1 and 2, B: 2 and 3, C: 3 and 4, D: 2, 3, and 4",B,0.2
1279,science & technology,biology & chemistry & physics,"Where is the testa?
Options: A: A, B: C, C: D, D: B",C,0.2
1276,science & technology,biology & chemistry & physics,"What would happen if the toothfish was removed?
Options: A: more herring, B: more seal, C: fewer whales, D: fewer algae",A,0.2
1274,science & technology,biology & chemistry & physics,"What the nature relations of these animals
Options: A: predation, B: mutualism, C: parasitism, D: nan",B,0.2
1370,science & technology,geography & earth science & agriculture,"If F is sunlight, what must D be?
Options: A: New Moon, B: First Quarter, C: Third Quarter, D: Full Moon",A,0.2
977,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Find the scale factor from $Q$ to $Q'$.
Choices:
(A) 2
(B) 3
(C) 4
(D) 5",B,0.2
975,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Find the area of the figure. Round to the nearest tenth if necessary.
Choices:
(A) 191.5
(B) 1128
(C) 2256
(D) 4512",C,0.2
845,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the diagram of the food web shown what will most directly be affected by the loss of the trees?
Choices:
(A) horses
(B) cats
(C) nothing
(D) bears",A,0.2
939,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, AB is the diameter of circle O, DB and DC are respectively tangent to circle O at points B and C. If ∠ACE = 25.0, then the degree of ∠D is ()
Choices:
(A) 50°
(B) 55°
(C) 60°
(D) 65°",A,0.2
1402,science & technology,geography & earth science & agriculture,"Which area on the map shows China?
Options: A: B, B: C, C: D, D: A",A,0.2
1315,science & technology,biology & chemistry & physics,"Which region in the diagram represents the flower bud?
Options: A: E, B: D, C: B, D: C",B,0.2
1345,science & technology,electronics & energy & mechanical eng.,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Fig.Q3 shows an excerpt of the transmission phase of a TCP connection. Assume the length of the IP header is 20 bytes. What is the ACK number at message 6?
Choices:
(A) 839
(B) 510
(C) 623
(D) 1024",A,0.2
1312,science & technology,biology & chemistry & physics,"Which picture represents Aculeate?
Options: A: G, B: F, C: C, D: N",B,0.2
1311,science & technology,biology & chemistry & physics,"Which part of the cycle is shown by letter E?
Options: A: Weathering, B: Igneous rocks, C: Sedimentary rocks, D: Metamorphic rocks",A,0.2
1307,science & technology,biology & chemistry & physics,"Which part is a fibrous, membranous, or fatty sheath that encloses an organ or part, such as the sac surrounding the kidney or the fibrous tissues that surround a joint?
Options: A: B, B: H, C: G, D: J",D,0.2
868,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the value of the smallest bar?
Choices:
(A) 0
(B) 4
(C) 2
(D) 3",B,0.2
866,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the value of the largest bar?
Choices:
(A) 9
(B) 5
(C) 8
(D) 7",A,0.2
1385,science & technology,geography & earth science & agriculture,"What is the name of the stage at letter B?
Options: A: crescent moon, B: new moon, C: full moon, D: waxing gibbous",D,0.2
1386,science & technology,geography & earth science & agriculture,"What is the object labeled E?
Options: A: Earth, B: Uranus, C: Mars, D: Venus",D,0.2
826,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Does Firebrick have the maximum area under the curve?
Choices:
(A) yes
(B) no
(C) nan
(D) nan",A,0.2
1413,science & technology,geography & earth science & agriculture,"Which letter represents the process of infiltration?
Options: A: B, B: D, C: G, D: E",B,0.2
1375,science & technology,geography & earth science & agriculture,"What does D represent in the figure?
Options: A: fault plane, B: footwall, C: hanging wall, D: none of the above",A,0.2
1371,science & technology,geography & earth science & agriculture,"In the given diagram, what does the letter E represent?
Options: A: Smaller Attraction, B: Earth, C: Bigger Attraction, D: Moon",C,0.2
1421,science & technology,geography & earth science & agriculture,"Which picture represent Sagittate?
Options: A: H, B: L, C: A, D: B",A,0.2
1418,science & technology,geography & earth science & agriculture,"Which of the following is the magma chamber?
Options: A: K, B: B, C: C, D: H",B,0.2
1401,science & technology,geography & earth science & agriculture,"Which Diagram Shows spring Here ?
Options: A: B, B: C, C: A, D: D",B,0.2
1393,science & technology,geography & earth science & agriculture,"What phase of the moon does letter B depict?
Options: A: last quarter, B: waning gibbous, C: new moon, D: waxing crescent",D,0.2
1391,science & technology,geography & earth science & agriculture,"What letter occurs at March 21?
Options: A: d, B: j, C: f, D: c",B,0.2
1291,science & technology,biology & chemistry & physics,"Which label represents flagella?
Options: A: D, B: A, C: B, D: C",D,0.2
917,logical reasoning,diagram reasoning,"Which letter represents the new moon?
Options: A: C, B: J, C: E, D: B",C,0.2
916,logical reasoning,diagram reasoning,"Which is the end result of the process of growth?
Options: A: E, B: C, C: J, D: F",A,0.2
876,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Which model has the highest Acc score when Pretrain Loss is equal to 1.80?
Choices:
(A) ICL
(B) SFT
(C) SFT 1/8
(D) RFT U13B",D,0.2
886,logical reasoning,diagram reasoning,"Think about the magnetic force between the magnets in each pair. Which of the following statements is true?
Options: A: The magnitude of the magnetic force is greater in Pair 2., B: The magnitude of the magnetic force is greater in Pair 1., C: The magnitude of the magnetic force is the same in both pairs., D: nan",A,0.2
882,logical reasoning,diagram reasoning,"In the diagram shown, which organism consumes small fish as food?
Options: A: mahi mahi, B: large shark, C: zooplankton, D: mackerel",D,0.2
1354,science & technology,electronics & energy & mechanical eng.,"The following survey was carried out from the bottom of a shaft at A, along an existing tunnel to the bottom of a shaft at E.<image 1>If the two shafts are to be connected by a straight tunnel, calculate the bearing A to E and the grade.
Options: A: Bearing AE = 87°,47':Grade = 1.78 in 652.33 = 1 in 413, B: Bearing AE = 87°,47':Grade = 1.88 in 652.33 = 1 in 413, C: Bearing AE = 87°,47':Grade = 1.68 in 652.33 = 1 in 413, D: Bearing AE = 87°,47':Grade = 1.58 in 652.33 = 1 in 413",D,0.2
960,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, points A, B, and C are three points on ⊙O, and the straight line CD and ⊙O are tangent to point C. If ∠DCB = 40.0, then the degree of ∠CAB is ()
Choices:
(A) 40°
(B) 50°
(C) 80°
(D) 100°",A,0.2
965,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, ∠BAC = 110.0, if A and B are symmetrical with respect to the line MP, A and C are symmetrical with respect to the line NQ, then the size of ∠PAQ is ()
Choices:
(A) 70°
(B) 55°
(C) 40°
(D) 30°",C,0.2
968,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Find $m \angle 3$.
Choices:
(A) 28
(B) 38
(C) 52
(D) 62",B,0.2
797,logical reasoning,common reasoning,"What type of item is not detected in the attribute detection?
Options: A: Necklace, B: Shirt, C: Window, D: Hat",D,0.2
798,logical reasoning,common reasoning,"What type of room is shown in the image?
Options: A: Living room, B: Bedroom, C: Bathroom, D: Kitchen",B,0.2
791,logical reasoning,common reasoning,"What is the predominant color of the furniture in the room?
Options: A: brown, B: white, C: blue, D: gray",B,0.2
987,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: If two sides of a triangle measure 12 and 7, which of the following cannot be the perimeter of the triangle?
Choices:
(A) 29
(B) 34
(C) 37
(D) 38",D,0.2
1065,math,numeric commonsense and calculation,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Move the ruler to measure the length of the pencil to the nearest inch. The pencil is about (_) inches long.
Choices:
(A) 0.5
(B) 1
(C) 2
(D) 3",D,0.2
692,logical reasoning,code & sequence reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Do you see the figures inside these boxes? They form a pattern. Choose the figure in the answer row below that continues the pattern.
Choices:
(A) 0
(B) 1
(C) 2
(D) 4",C,0.2
697,logical reasoning,code & sequence reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Which Shape is missing?
Choices:
(A) A
(B) B
(C) C
(D) D",B,0.2
1113,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Approximately, what percentage of jewelry sales in January were Rings?
Choices:
(A) Around 21%
(B) Around 27%
(C) Around 31%
(D) Around 37%",C,0.2
1094,math,statistical reasoning,"<image 1> Table 10.7 provides some hypothetical data on macroeconomic accounts for three countries represented by A, B, and C and measured in billions of currency units. In Table 10.7, private household saving is SH, tax revenue is T, government spending is G, and investment spending is I. Calculate the trade balance and the net inflow of foreign saving for each country(country A,B,C).
Options: A: -700,250,0, B: -700,250,-100, C: -600,350,-100, D: -700,350,0",A,0.2
1095,math,statistical reasoning,"<image 1> Ten individuals went on a low-fat diet for 12 weeks to lower their cholesterol. The data are recorded in Table 10.20. At the 5% significance level, do you think that their cholesterol levels were significantly lowered?
Options: A: there is insufficient evidence to conclude that the medication lowered cholesterol levels after 12 weeks, B: there is sufficient evidence to conclude that the medication lowered cholesterol levels after 12 weeks, C: not certain, D: nan",A,0.2
1096,math,statistical reasoning,"<image 1> The table of data obtained from www.baseball-almanac.com shows hit information for four well known baseball players. Suppose that one hit from the table is randomly selected. Find P(hit was made by Babe Ruth).
Options: A: 1518/2873, B: 2873/12351, C: 583/12351, D: 4189/12351",B,0.2
1132,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is the number of large red cars behind the metal car less than the number of blue matte tandem bikes that are behind the big blue rubber utility bike?
Choices:
(A) Yes
(B) No
(C) nan
(D) nan",A,0.2
1133,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is the number of tiny gray bicycles that are on the left side of the brown metal sedan greater than the number of things that are to the left of the tiny green bicycle?
Choices:
(A) Yes
(B) No
(C) nan
(D) nan",A,0.2
1197,science & technology,biology & chemistry & physics,"From the above food web diagram, name the species that have most predator
Options: A: seaweed, B: lagae, C: crabs, D: jelly fish",B,0.2
981,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Find x. Assume that any segment that appears to be tangent is tangent.
Choices:
(A) 30
(B) 90
(C) 10
(D) 120",C,0.2
1313,science & technology,biology & chemistry & physics,"Which receives energy from krill?
Options: A: killer whale, B: leopard seal, C: algae, D: penguin",D,0.2
1422,science & technology,geography & earth science & agriculture,"Which planet is depicted by label G?
Options: A: Mars, B: Venus, C: Earth, D: Mercury",B,0.2
900,logical reasoning,diagram reasoning,"What label refers to the water?
Options: A: d, B: c, C: b, D: a",C,0.2
918,logical reasoning,diagram reasoning,"Which letter shows the sun's position at morning time?
Options: A: D, B: B, C: A, D: C",B,0.2
907,logical reasoning,diagram reasoning,"What time of day is it at stage 1?
Options: A: midnight, B: noon, C: sunset, D: sunrise",B,0.2
912,logical reasoning,diagram reasoning,"Which country is highlighted?
Options: A: Kiribati, B: Nauru, C: the Marshall Islands, D: Solomon Islands",C,0.2
1155,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the sum of the accuracies of the algorithms magic and secure?
(A) 10
(B) 5
(C) 7
(D) 2.5",B,0.2
1323,science & technology,biology & chemistry & physics,"what is label e in diagram?
Options: A: nucleus, B: chloroplast, C: cell wall, D: cell sap vacuole",C,0.2
1342,science & technology,electronics & energy & mechanical eng.,"Find the spring constant of the bimetallic bar shown in <image 1> in axial motion.
Options: A: $k_{eq}=4.80\cdot10^{7}\frac{N}{m}$, B: $k_{eq}=5.80\cdot10^{7}\frac{N}{m}$, C: $k_{eq}=6.80\cdot10^{7}\frac{N}{m}$, D: nan",B,0.2
949,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, in Rt△ABC, ∠BAC = 90.0, AD ⊥ BC at D, DE ⊥ AB at E, AD = 3.0, DE = 2.0, then the length of CD is ()
Choices:
(A) \frac{21}{2}
(B) \frac{√{15}}{2}
(C) \frac{9}{2}
(D) \frac{3√{5}}{2}",D,0.2
952,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, in the diamond ABCD, ∠BAD = 120.0, the length of the diagonal AC is 3.0, then the perimeter of the diamond ABCD is ()
Choices:
(A) 3
(B) 6
(C) 9
(D) 12",D,0.2
1140,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Some friends played a trivia game and recorded their scores. What is the mode of the numbers?'
Choices:
(A) 1
(B) 2
(C) 6
(D) 4",C,0.2
1145,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the difference of largest and smallest bar?
Choices:
(A) 47.6
(B) 41.6
(C) 46.7
(D) 44",A,0.2
1148,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the highest number of responses for Question 10, for any given % of inside sales?
Choices:
(A) 10
(B) 22
(C) 17
(D) 34",C,0.2
1153,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the sum of the accuracies of the algorithms calf and ivory?
Choices:
(A) 10
(B) 12
(C) 11
(D) 13",D,0.2
915,logical reasoning,diagram reasoning,"Which direction of sunlight is being shown in the diagram?
Options: A: Going to the right, B: downards, C: Going to the left, D: upwards",C,0.2
1176,math,statistical reasoning,"Thuy Dau, Ngoc Bui, Sam Su, and Lan Voung conducted a survey as to how long customers at Lucky claimed to wait in the checkout line until their turn. Let X = time in line. Table 6.1 displays the ordered real data (in minutes): <image 1> Determine the cumulative relative frequency for waiting less than 6.1 minutes.
Options: A: 0.62, B: 0.63, C: 0.64, D: 0.65",C,0.2
1164,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What percentage of people prefer the object hut?
Choices:
(A) 0
(B) 10
(C) 20
(D) 15",C,0.2
1296,science & technology,biology & chemistry & physics,"Which letter represents the Midrib?
Options: A: D, B: A, C: B, D: C",A,0.2
1306,science & technology,biology & chemistry & physics,"Which organ does D represent ?
Options: A: Stigma, B: Ovary, C: Anther, D: Ovule",B,0.2
1286,science & technology,biology & chemistry & physics,"Which label applies to stomach?
Options: A: B, B: A, C: D, D: C",C,0.2
