,image_id,question_id,question_type,question,answers,multiple_choice_answer,answer_type,pid,output,answer_similarity,correct,model,condition,meta_model,﻿question_num,answer,confidence,time_spent_seconds,answer_timestamp,participant_id,answer_original,answer_raw,answer_normalized,gt_answers,visual_gt,base_model,model_size,training_stage,training_objective,training_data_condition,training_dataset,blind_n,evaluation_model_type,model_display
648,COCO_val2014_000000523871.jpg,523871003,are these,"Question: Are these people real? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,648.0,yes,100.0,100.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
650,COCO_val2014_000000163280.jpg,163280011,what are,"Question: What are they researching? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'selfies', 'answer_confidence': 'no', 'answer_id': 1}, {'answer': 'light', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'phones', 'answer_confidence': 'no', 'answer_id': 3}, {'answer': 'nothing', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'nothing', 'answer_confidence': 'no', 'answer_id': 5}, {'answer': 'surgery', 'answer_confidence': 'no', 'answer_id': 6}, {'answer': 'nothing', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'drinking', 'answer_confidence': 'no', 'answer_id': 8}, {'answer': 'phones', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'parties', 'answer_confidence': 'no', 'answer_id': 10}]",nothing,other,650.0,science,34.4,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
654,COCO_val2014_000000241340.jpg,241340000,why,"Question: Why is this dog fighting over a Frisbee? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'playing', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'playing', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'wants to play', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'playing', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'woman is trying to take it away', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'he wants it', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'playing', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'playing', 'answer_confidence': 'yes', 'answer_id': 10}]",playing,other,654.0,because it's a dog's favorite toy,15.3,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
656,COCO_val2014_000000322955.jpg,322955002,is it,"Question: Is it daylight? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'twilight', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,656.0,yes,100.0,100.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
658,COCO_val2014_000000515885.jpg,515885003,is it,"Question: Is it a beer? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,658.0,yes,100.0,100.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
659,COCO_val2014_000000283217.jpg,283217022,what are the,"Question: What are the kids holding? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'umbrella', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'umbrella', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'umbrella', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'umbrella', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'towel', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'umbrella', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'umbrella', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'umbrella', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'umbrella', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'umbrella', 'answer_confidence': 'yes', 'answer_id': 10}]",umbrella,other,659.0,balloon,46.8,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
662,COCO_val2014_000000399284.jpg,399284000,what color is the,"Question: What color is the water? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'green, blue, white', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'blue', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'green and blue', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'teal', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'green and blue', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'green and blue', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'green, white, blue', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 10}]",blue,other,662.0,clear,48.7,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
666,COCO_val2014_000000207275.jpg,207275011,what,"Question: What game is he playing? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'nintendo wii', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'wi', 'answer_confidence': 'no', 'answer_id': 6}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'wii', 'answer_confidence': 'maybe', 'answer_id': 10}]",wii,other,666.0,video game,58.1,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
670,COCO_val2014_000000053838.jpg,53838004,what is on the,"Question: What is on the plane? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'people', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'sunlight', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'ice', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'sun', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'american flag', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'water vapor', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'light', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'smoke', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'passengers', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'people', 'answer_confidence': 'yes', 'answer_id': 10}]",people,other,670.0,people,100.0,66.7,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
673,COCO_val2014_000000097230.jpg,97230007,is there a,"Question: Is there a baby elephant in this picture? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'no', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no,yes/no,673.0,yes,73.4,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
674,COCO_val2014_000000367608.jpg,367608007,is this,"Question: Is this guy wearing safety gear? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'no', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no,yes/no,674.0,yes,73.4,33.3,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
676,COCO_val2014_000000504827.jpg,504827000,what color is the,"Question: What color is the soap in the dispenser? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'clear', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'clear', 'answer_confidence': 'no', 'answer_id': 2}, {'answer': 'colorless', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'silver', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'clear', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'white', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'clear', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'silver', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'clear', 'answer_confidence': 'yes', 'answer_id': 10}]",clear,other,676.0,white,47.7,33.3,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
677,COCO_val2014_000000522446.jpg,522446001,how many people are,"Question: How many people are sitting at the bar? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': '6', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': '6', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '6', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '6', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '6', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '6', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '6', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 10}]",6,number,677.0,2,67.0,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
682,COCO_val2014_000000055772.jpg,55772003,what is on the,"Question: What is on the plate? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'egg and canadian bacon', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'pancakes and bacon', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'ham and cheese melt', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'pancake and pork', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'breakfast', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'bacon', 'answer_confidence': 'no', 'answer_id': 7}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'omelet', 'answer_confidence': 'maybe', 'answer_id': 10}]",food,other,682.0,food,100.0,100.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
683,COCO_val2014_000000391837.jpg,391837005,is there,"Question: IS there water in the background? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,683.0,yes,100.0,100.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
685,COCO_val2014_000000154202.jpg,154202010,where is the,"Question: Where is the phone? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'left', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'on bed', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'bed', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'bed', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'on bed', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'below yellow item', 'answer_confidence': 'no', 'answer_id': 6}, {'answer': 'on bed', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'bed', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'on bed', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'on table', 'answer_confidence': 'yes', 'answer_id': 10}]",on bed,other,685.0,table,26.0,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
688,COCO_val2014_000000223804.jpg,223804001,does the,"Question: Does the house have a porch? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no idea', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,688.0,yes,100.0,100.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
689,COCO_val2014_000000518615.jpg,518615001,are the,"Question: Are the portals at the top of the tower arched? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 10}]",no,yes/no,689.0,yes,73.4,33.3,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
690,COCO_val2014_000000135666.jpg,135666002,none of the above,"Question: Based on the clothing, Is it cold outside? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 10}]",yes,yes/no,690.0,yes,100.0,100.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
691,COCO_val2014_000000042541.jpg,42541003,is the,"Question: Is the sun out? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 10}]",no,yes/no,691.0,yes,73.4,100.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
699,COCO_val2014_000000381246.jpg,381246001,are there,"Question: Are there peppers on the pizza? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,699.0,yes,100.0,100.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
700,COCO_val2014_000000562243.jpg,562243050,what color is the,"Question: What color is the tie? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'light blue', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'blue,white', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'purple', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'purple', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'blue', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'blue', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'purple', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'purple, white', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'purple', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 10}]",purple,other,700.0,black,67.3,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
701,COCO_val2014_000000444928.jpg,444928001,are these,"Question: Are these people wearing helmets? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yes, some of them', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,701.0,yes,100.0,100.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
