,﻿question_num,question_id,answer,confidence,time_spent_seconds,answer_timestamp,participant_id,question,answer_type,answer_original,answer_raw,answer_normalized,correct,answer_similarity,gt_answers,visual_gt,model,meta_model,condition,question_type,new_question_type
4519,482,517386001,flower,0.75,3.37,2025-12-10T23:47:25.864731,02f952bb_20251210_230336,What is in the vase?,other,꽃,flower,flower,0.0,0.8882893919944763,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4520,482,517386001,Chrysanthemum,0.75,7.83,2025-12-08T16:25:49.482637,14d2420f_20251208_150302,What is in the vase?,other,국화꽃,Chrysanthemum,chrysanthemum,0.0,0.49031051993370056,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4522,482,517386001,flower,1.0,2.96,2025-12-02T10:56:36.317013,29127478_20251202_100107,What is in the vase?,other,꽃,flower,flower,0.0,0.8882893919944763,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4523,482,517386001,flower,1.0,2.08,2025-11-26T09:17:17.007721,218b2db5_20251126_084136,What is in the vase?,other,꽃,flower,flower,0.0,0.8882893919944763,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4524,482,517386001,Flowers,0.5,7.01,2025-11-26T15:38:39.677453,3238ebaf_20251126_140604,What is in the vase?,other,,Flowers,flowers,1.0,1.0,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4525,482,517386001,Flower and water,1.0,3.98,2025-12-05T23:45:56.199566,3a36e078_20251205_225238,What is in the vase?,other,꽃과 물,Flower and water,flower and water,0.0,0.7699453830718994,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4526,482,517386001,Water,0.75,4.95,2025-11-27T15:04:17.007458,5d843d39_20251127_141921,What is in the vase?,other,물,Water,water,0.0,0.3643275797367096,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4527,482,517386001,A single rose,0.75,4.59,2025-12-11T01:07:42.521318,60de6bd6_20251210_170035,What is in the vase?,other,장미 한송이,A single rose,single rose,0.0,0.4672401249408722,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4528,482,517386001,flower,0.75,3.07,2025-11-25T14:57:12.444453,6b3a1a8d_20251125_135446,What is in the vase?,other,꽃,flower,flower,0.0,0.8882893919944763,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4529,482,517386001,yes,0.75,3.72,2025-12-04T22:07:28.312773,73df43f3_20251204_210431,What is in the vase?,other,네,yes,yes,0.0,0.18049052357673645,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4530,482,517386001,Carnation,0.5,7.38,2025-12-13T14:44:28.772653,74d408e5_20251213_134035,What is in the vase?,other,카네이션,Carnation,carnation,0.0,0.4202394485473633,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4531,482,517386001,Water,0.75,4.32,2025-12-09T17:25:28.561114,9c5d09f3_20251209_121033,What is in the vase?,other,물,Water,water,0.0,0.3643275797367096,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4532,482,517386001,flowers,1.0,4.01,2025-12-10T20:00:15.849041,825ff3e9_20251210_192335,What is in the vase?,other,,flowers,flowers,1.0,1.0,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4533,482,517386001,Water,0.75,4.04,2025-12-12T00:41:45.256988,a5909497_20251211_232822,What is in the vase?,other,물,Water,water,0.0,0.3643275797367096,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4534,482,517386001,flower,0.5,2.97,2025-11-27T20:19:54.084542,b9b2cb98_20251127_193952,What is in the vase?,other,꽃,flower,flower,0.0,0.8882893919944763,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4535,482,517386001,flower,0.75,5.15,2025-11-28T23:11:53.630351,dd0f9986_20251128_222537,What is in the vase?,other,꽃,flower,flower,0.0,0.8882893919944763,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4536,482,517386001,flower,0.75,8.26,2025-12-03T22:28:03.117223,f616d5c7_20251203_212223,What is in the vase?,other,꽃,flower,flower,0.0,0.8882893919944763,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4537,482,517386001,Water,0.75,2.22,2025-11-25T21:11:35.334756,d1548553_20251125_202324,What is in the vase?,other,물,Water,water,0.0,0.3643275797367096,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4542,482,517386001,flower,0.5,5.24,2025-12-05T15:54:25.369564,2e184452_20251205_141511_cleaned,What is in the vase?,other,꽃,flower,flower,0.0,0.8882893919944763,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,Humans,humans,inst blind,what is in the,Attribute/Object
4543,483,128034004,No.,1.0,3.49,2025-11-24T14:11:47.356685,0756a860_20251124_133827,Do these look like school buses?,yes/no,아니오,No.,no,1.0,0.9733587443828583,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4544,483,128034004,no,1.0,4.71,2025-12-10T23:47:30.779784,02f952bb_20251210_230336,Do these look like school buses?,yes/no,아니요,no,no,1.0,0.9733587443828583,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4545,483,128034004,no,0.5,5.01,2025-12-08T16:25:55.002268,14d2420f_20251208_150302,Do these look like school buses?,yes/no,아니요,no,no,1.0,0.9733587443828583,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4547,483,128034004,yes,1.0,2.49,2025-12-02T10:56:39.017803,29127478_20251202_100107,Do these look like school buses?,yes/no,네,yes,yes,0.3333333333333333,0.7602286994457245,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4548,483,128034004,yes,1.0,1.73,2025-11-26T09:17:18.934622,218b2db5_20251126_084136,Do these look like school buses?,yes/no,네,yes,yes,0.3333333333333333,0.7602286994457245,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4549,483,128034004,Yes,0.25,4.41,2025-11-26T15:38:44.270176,3238ebaf_20251126_140604,Do these look like school buses?,yes/no,,Yes,yes,0.3333333333333333,0.7602286994457245,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4550,483,128034004,yes,1.0,3.03,2025-12-05T23:45:59.509692,3a36e078_20251205_225238,Do these look like school buses?,yes/no,네,yes,yes,0.3333333333333333,0.7602286994457245,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4551,483,128034004,yes,0.75,3.52,2025-11-27T15:04:20.741925,5d843d39_20251127_141921,Do these look like school buses?,yes/no,네,yes,yes,0.3333333333333333,0.7602286994457245,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4552,483,128034004,yes,0.25,3.84,2025-12-11T01:07:46.575362,60de6bd6_20251210_170035,Do these look like school buses?,yes/no,네,yes,yes,0.3333333333333333,0.7602286994457245,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4553,483,128034004,No.,0.5,5.68,2025-11-25T14:57:18.325864,6b3a1a8d_20251125_135446,Do these look like school buses?,yes/no,아니오,No.,no,1.0,0.9733587443828583,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4554,483,128034004,yes,0.75,3.58,2025-12-04T22:07:32.129401,73df43f3_20251204_210431,Do these look like school buses?,yes/no,네,yes,yes,0.3333333333333333,0.7602286994457245,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4555,483,128034004,Yes,1.0,6.09,2025-12-13T14:44:35.083735,74d408e5_20251213_134035,Do these look like school buses?,yes/no,예,Yes,yes,0.3333333333333333,0.7602286994457245,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4556,483,128034004,No.,0.5,4.31,2025-12-09T17:25:33.259993,9c5d09f3_20251209_121033,Do these look like school buses?,yes/no,아니오,No.,no,1.0,0.9733587443828583,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4557,483,128034004,yes,0.75,1.5,2025-12-10T20:00:17.573451,825ff3e9_20251210_192335,Do these look like school buses?,yes/no,,yes,yes,0.3333333333333333,0.7602286994457245,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4558,483,128034004,yes,0.25,8.48,2025-12-12T00:41:53.972544,a5909497_20251211_232822,Do these look like school buses?,yes/no,네,yes,yes,0.3333333333333333,0.7602286994457245,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4559,483,128034004,I don't know.,0.25,3.94,2025-11-27T20:19:58.271763,b9b2cb98_20251127_193952,Do these look like school buses?,yes/no,모른다,I don't know.,i dont know,0.0,0.2793997824192047,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4560,483,128034004,yes,1.0,2.96,2025-11-28T23:11:56.790231,dd0f9986_20251128_222537,Do these look like school buses?,yes/no,네,yes,yes,0.3333333333333333,0.7602286994457245,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4561,483,128034004,yes,0.75,2.24,2025-12-03T22:28:05.661761,f616d5c7_20251203_212223,Do these look like school buses?,yes/no,네,yes,yes,0.3333333333333333,0.7602286994457245,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4562,483,128034004,yes,0.5,3.35,2025-12-05T15:54:28.980755,2e184452_20251205_141511_cleaned,Do these look like school buses?,yes/no,,yes,yes,0.3333333333333333,0.7602286994457245,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",no,Humans,humans,inst blind,do,Yes/No
4563,484,154931001,Woman,0.25,8.76,2025-11-24T14:11:56.361474,0756a860_20251124_133827,What is the gender of the person in the black shirt?,other,여자,Woman,woman,0.0,0.5241037547588349,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4564,484,154931001,Mixed,0.75,6.7,2025-12-10T23:47:37.654360,02f952bb_20251210_230336,What is the gender of the person in the black shirt?,other,혼성,Mixed,mixed,0.0,0.36135155260562896,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4565,484,154931001,Man,0.75,3.41,2025-12-08T16:25:58.661405,14d2420f_20251208_150302,What is the gender of the person in the black shirt?,other,남자,Man,man,0.0,0.4092927396297455,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4567,484,154931001,Male,0.75,6.01,2025-12-02T10:56:45.234684,29127478_20251202_100107,What is the gender of the person in the black shirt?,other,남,Male,male,1.0,0.9733823657035827,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4568,484,154931001,Man,1.0,2.37,2025-11-26T09:17:21.493977,218b2db5_20251126_084136,What is the gender of the person in the black shirt?,other,남자,Man,man,0.0,0.4092927396297455,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4569,484,154931001,Woman,0.25,5.55,2025-11-26T15:38:50.007105,3238ebaf_20251126_140604,What is the gender of the person in the black shirt?,other,,Woman,woman,0.0,0.5241037547588349,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4570,484,154931001,Man,1.0,3.84,2025-12-05T23:46:03.638690,3a36e078_20251205_225238,What is the gender of the person in the black shirt?,other,남자,Man,man,0.0,0.4092927396297455,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4571,484,154931001,Man,0.75,3.77,2025-11-27T15:04:24.750202,5d843d39_20251127_141921,What is the gender of the person in the black shirt?,other,남자,Man,man,0.0,0.4092927396297455,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4572,484,154931001,Woman,0.25,9.13,2025-12-11T01:07:55.965226,60de6bd6_20251210_170035,What is the gender of the person in the black shirt?,other,여자,Woman,woman,0.0,0.5241037547588349,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4573,484,154931001,Man,0.75,3.51,2025-11-25T14:57:22.112097,6b3a1a8d_20251125_135446,What is the gender of the person in the black shirt?,other,남자,Man,man,0.0,0.4092927396297455,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4574,484,154931001,Male,0.5,4.4,2025-12-04T22:07:36.859950,73df43f3_20251204_210431,What is the gender of the person in the black shirt?,other,남,Male,male,1.0,0.9733823657035827,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4575,484,154931001,Man,0.05,3.83,2025-12-13T14:44:39.122512,74d408e5_20251213_134035,What is the gender of the person in the black shirt?,other,남자,Man,man,0.0,0.4092927396297455,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4576,484,154931001,Man,0.5,5.84,2025-12-09T17:25:39.585426,9c5d09f3_20251209_121033,What is the gender of the person in the black shirt?,other,남자,Man,man,0.0,0.4092927396297455,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4577,484,154931001,male,0.75,3.91,2025-12-10T20:00:21.798314,825ff3e9_20251210_192335,What is the gender of the person in the black shirt?,other,,male,male,1.0,0.9733823657035827,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4578,484,154931001,Man,0.25,8.86,2025-12-12T00:42:03.098546,a5909497_20251211_232822,What is the gender of the person in the black shirt?,other,남자,Man,man,0.0,0.4092927396297455,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4579,484,154931001,Male,0.25,6.43,2025-11-27T20:20:04.940179,b9b2cb98_20251127_193952,What is the gender of the person in the black shirt?,other,남성,Male,male,1.0,0.9733823657035827,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4580,484,154931001,Man,1.0,3.87,2025-11-28T23:12:00.861755,dd0f9986_20251128_222537,What is the gender of the person in the black shirt?,other,남자,Man,man,0.0,0.4092927396297455,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4581,484,154931001,Man,0.75,5.43,2025-12-03T22:28:11.370749,f616d5c7_20251203_212223,What is the gender of the person in the black shirt?,other,남자,Man,man,0.0,0.4092927396297455,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4582,484,154931001,Man,1.0,9.54,2025-11-25T21:11:53.971759,d1548553_20251125_202324,What is the gender of the person in the black shirt?,other,남자,Man,man,0.0,0.4092927396297455,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4583,484,154931001,Man,0.75,6.79,2025-12-05T15:54:36.269531,2e184452_20251205_141511_cleaned,What is the gender of the person in the black shirt?,other,남자,Man,man,0.0,0.4092927396297455,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,Humans,humans,inst blind,what is the,Attribute/Object
4584,485,482476008,Clean,0.75,7.51,2025-11-24T14:12:04.114748,0756a860_20251124_133827,Does the woman's hair look clean or dirty?,other,깨끗하다,Clean,clean,1.0,0.9737306237220764,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4585,485,482476008,Clean,0.75,6.62,2025-12-10T23:47:44.450923,02f952bb_20251210_230336,Does the woman's hair look clean or dirty?,other,깨끗,Clean,clean,1.0,0.9737306237220764,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4586,485,482476008,It's clean.,1.0,4.24,2025-12-08T16:26:03.095793,14d2420f_20251208_150302,Does the woman's hair look clean or dirty?,other,깨끗해요,It's clean.,its clean,0.0,0.7536599516868592,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4588,485,482476008,It looks clean.,1.0,7.91,2025-12-02T10:56:53.352814,29127478_20251202_100107,Does the woman's hair look clean or dirty?,other,깨끗해보여요,It looks clean.,it looks clean,0.0,0.6461177587509155,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4589,485,482476008,Clean,1.0,3.86,2025-11-26T09:17:25.552721,218b2db5_20251126_084136,Does the woman's hair look clean or dirty?,other,깨끗하다,Clean,clean,1.0,0.9737306237220764,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4590,485,482476008,Dirty,0.25,6.82,2025-11-26T15:38:57.005889,3238ebaf_20251126_140604,Does the woman's hair look clean or dirty?,other,,Dirty,dirty,0.3333333333333333,0.7635756134986877,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4591,485,482476008,It looks clean.,1.0,6.69,2025-12-05T23:46:10.606000,3a36e078_20251205_225238,Does the woman's hair look clean or dirty?,other,깨끗해 보입니다,It looks clean.,it looks clean,0.0,0.6461177587509155,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4592,485,482476008,Dirty,0.5,3.96,2025-11-27T15:04:28.943887,5d843d39_20251127_141921,Does the woman's hair look clean or dirty?,other,더럽다,Dirty,dirty,0.3333333333333333,0.7635756134986877,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4593,485,482476008,Clean,0.75,7.22,2025-12-11T01:08:03.395118,60de6bd6_20251210_170035,Does the woman's hair look clean or dirty?,other,깨끗,Clean,clean,1.0,0.9737306237220764,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4594,485,482476008,Looks clean.,0.5,6.42,2025-11-25T14:57:28.715998,6b3a1a8d_20251125_135446,Does the woman's hair look clean or dirty?,other,깨끗해 보임,Looks clean.,looks clean,0.0,0.7030482947826385,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4595,485,482476008,Clean,0.75,12.65,2025-12-04T22:07:50.186223,73df43f3_20251204_210431,Does the woman's hair look clean or dirty?,other,깨끗,Clean,clean,1.0,0.9737306237220764,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4596,485,482476008,It's dirty.,0.75,5.95,2025-12-13T14:44:45.274424,74d408e5_20251213_134035,Does the woman's hair look clean or dirty?,other,더럽습니다,It's dirty.,its dirty,0.0,0.627362847328186,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4597,485,482476008,It is clean.,0.75,5.5,2025-12-09T17:25:45.691743,9c5d09f3_20251209_121033,Does the woman's hair look clean or dirty?,other,깨끗합니다,It is clean.,it is clean,0.0,0.7331824958324432,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4598,485,482476008,clean,0.75,2.52,2025-12-10T20:00:24.531863,825ff3e9_20251210_192335,Does the woman's hair look clean or dirty?,other,,clean,clean,1.0,0.9737306237220764,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4599,485,482476008,Clean,1.0,8.86,2025-12-12T00:42:12.212697,a5909497_20251211_232822,Does the woman's hair look clean or dirty?,other,깨끗하다,Clean,clean,1.0,0.9737306237220764,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4600,485,482476008,I don't know.,0.25,10.14,2025-11-27T20:20:15.316897,b9b2cb98_20251127_193952,Does the woman's hair look clean or dirty?,other,모른다,I don't know.,i dont know,0.0,0.20807968825101852,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4601,485,482476008,It looks clean.,0.75,8.53,2025-11-28T23:12:09.583678,dd0f9986_20251128_222537,Does the woman's hair look clean or dirty?,other,깨끗해보인다,It looks clean.,it looks clean,0.0,0.6461177587509155,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4602,485,482476008,It looks clean.,0.75,8.14,2025-12-03T22:28:19.800751,f616d5c7_20251203_212223,Does the woman's hair look clean or dirty?,other,깨끗해보인다,It looks clean.,it looks clean,0.0,0.6461177587509155,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4603,485,482476008,Dirty,0.75,2.45,2025-11-25T21:11:56.629371,d1548553_20251125_202324,Does the woman's hair look clean or dirty?,other,더럽다,Dirty,dirty,0.3333333333333333,0.7635756134986877,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4604,485,482476008,dirt,0.5,6.3,2025-12-05T15:54:42.801054,2e184452_20251205_141511_cleaned,Does the woman's hair look clean or dirty?,other,더러움,dirt,dirt,0.0,0.5851180195808411,"['clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'clean', 'dirty', 'clean']",clean,Humans,humans,inst blind,does the,Yes/No
4605,486,360137003,Transparent,1.0,3.53,2025-11-24T14:12:07.882062,0756a860_20251124_133827,What color is the water?,other,투명,Transparent,transparent,0.0,0.45720101296901705,"['blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', ""can't see"", 'blue', 'black']",blue,Humans,humans,inst blind,what color is the,Attribute/Object
4606,486,360137003,It appears blue.,0.75,7.25,2025-12-10T23:47:51.892630,02f952bb_20251210_230336,What color is the water?,other,파란색으로 보임,It appears blue.,it appears blue,0.0,0.7072620213031768,"['blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', ""can't see"", 'blue', 'black']",blue,Humans,humans,inst blind,what color is the,Attribute/Object
4607,486,360137003,Transparent,1.0,4.02,2025-12-08T16:26:07.339737,14d2420f_20251208_150302,What color is the water?,other,투명,Transparent,transparent,0.0,0.45720101296901705,"['blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', ""can't see"", 'blue', 'black']",blue,Humans,humans,inst blind,what color is the,Attribute/Object
4609,486,360137003,Transparent color,1.0,7.04,2025-12-02T10:57:00.596633,29127478_20251202_100107,What color is the water?,other,투명한 색,Transparent color,transparent color,0.0,0.5436873823404312,"['blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', ""can't see"", 'blue', 'black']",blue,Humans,humans,inst blind,what color is the,Attribute/Object
4610,486,360137003,transparent color,1.0,6.77,2025-11-26T09:17:32.511455,218b2db5_20251126_084136,What color is the water?,other,투명색,transparent color,transparent color,0.0,0.5436873823404312,"['blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', ""can't see"", 'blue', 'black']",blue,Humans,humans,inst blind,what color is the,Attribute/Object
4611,486,360137003,transparent,0.75,21.15,2025-11-26T15:39:18.334098,3238ebaf_20251126_140604,What color is the water?,other,,transparent,transparent,0.0,0.45720101296901705,"['blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', ""can't see"", 'blue', 'black']",blue,Humans,humans,inst blind,what color is the,Attribute/Object
