file,model,dataset,condition,accuracy,correct,total,by_category
mmstar.jsonl,Qwen/Qwen3-VL-4B-Instruct/A0_SFT_vqa_gt,mmstar,,0.6495412844036698,708,1090,"{'coarse perception': {'accuracy': 0.732, 'correct': 183, 'total': 250}, 'fine-grained perception': {'accuracy': 0.568, 'correct': 142, 'total': 250}, 'instance reasoning': {'accuracy': 0.716, 'correct': 179, 'total': 250}, 'logical reasoning': {'accuracy': 0.632, 'correct': 158, 'total': 250}, 'math': {'accuracy': 0.5111111111111111, 'correct': 46, 'total': 90}}"
mmstar_inst_blind.jsonl,Qwen/Qwen3-VL-4B-Instruct/A0_SFT_vqa_gt,mmstar,_inst_blind,0.258,387,1500,"{'coarse perception': {'accuracy': 0.308, 'correct': 77, 'total': 250}, 'fine-grained perception': {'accuracy': 0.176, 'correct': 44, 'total': 250}, 'instance reasoning': {'accuracy': 0.268, 'correct': 67, 'total': 250}, 'logical reasoning': {'accuracy': 0.264, 'correct': 66, 'total': 250}, 'math': {'accuracy': 0.368, 'correct': 92, 'total': 250}, 'science & technology': {'accuracy': 0.164, 'correct': 41, 'total': 250}}"
spubench.jsonl,Qwen/Qwen3-VL-4B-Instruct/A0_SFT_vqa_gt,spubench,,0.7294117647058823,62,85,"{'Unknown': {'accuracy': 0.7294117647058823, 'correct': 62, 'total': 85}}"
spubench_inst_blind.jsonl,Qwen/Qwen3-VL-4B-Instruct/A0_SFT_vqa_gt,spubench,_inst_blind,0.49375,1185,2400,"{'Unknown': {'accuracy': 0.49375, 'correct': 1185, 'total': 2400}}"
vqa_1k.jsonl,Qwen/Qwen3-VL-4B-Instruct/A0_SFT_vqa_gt,vqa_1k,,0.772,772,1000,"{'what is the woman': {'accuracy': 0.5, 'correct': 2, 'total': 4}, 'is the man': {'accuracy': 1.0, 'correct': 9, 'total': 9}, 'what is the': {'accuracy': 0.6923076923076923, 'correct': 36, 'total': 52}, 'is the': {'accuracy': 0.9431818181818182, 'correct': 83, 'total': 88}, 'is this': {'accuracy': 0.9, 'correct': 36, 'total': 40}, 'does this': {'accuracy': 0.9285714285714286, 'correct': 13, 'total': 14}, 'what is': {'accuracy': 0.5806451612903226, 'correct': 18, 'total': 31}, 'is': {'accuracy': 0.7692307692307693, 'correct': 10, 'total': 13}, 'what': {'accuracy': 0.6071428571428571, 'correct': 51, 'total': 84}, 'none of the above': {'accuracy': 0.7837837837837838, 'correct': 29, 'total': 37}, 'what are': {'accuracy': 0.8, 'correct': 8, 'total': 10}, 'what color is': {'accuracy': 1.0, 'correct': 8, 'total': 8}, 'is the woman': {'accuracy': 0.6666666666666666, 'correct': 2, 'total': 3}, 'how many': {'accuracy': 0.6823529411764706, 'correct': 58, 'total': 85}, 'what type of': {'accuracy': 0.5789473684210527, 'correct': 11, 'total': 19}, 'what is in the': {'accuracy': 0.8181818181818182, 'correct': 9, 'total': 11}, 'what does the': {'accuracy': 0.6666666666666666, 'correct': 10, 'total': 15}, 'what is this': {'accuracy': 0.7, 'correct': 7, 'total': 10}, 'do': {'accuracy': 0.8333333333333334, 'correct': 10, 'total': 12}, 'is this a': {'accuracy': 0.9512195121951219, 'correct': 39, 'total': 41}, 'is there a': {'accuracy': 0.9523809523809523, 'correct': 20, 'total': 21}, 'is this an': {'accuracy': 0.8, 'correct': 4, 'total': 5}, 'what is on the': {'accuracy': 0.6153846153846154, 'correct': 8, 'total': 13}, 'is there': {'accuracy': 1.0, 'correct': 13, 'total': 13}, 'where is the': {'accuracy': 0.6, 'correct': 9, 'total': 15}, 'why': {'accuracy': 0.2857142857142857, 'correct': 2, 'total': 7}, 'what is the name': {'accuracy': 0.75, 'correct': 3, 'total': 4}, 'who is': {'accuracy': 0.5, 'correct': 3, 'total': 6}, 'are they': {'accuracy': 1.0, 'correct': 6, 'total': 6}, 'what kind of': {'accuracy': 0.7083333333333334, 'correct': 17, 'total': 24}, 'does the': {'accuracy': 1.0, 'correct': 14, 'total': 14}, 'what color is the': {'accuracy': 0.8305084745762712, 'correct': 49, 'total': 59}, 'what color are the': {'accuracy': 0.8181818181818182, 'correct': 9, 'total': 11}, 'what is the person': {'accuracy': 1.0, 'correct': 2, 'total': 2}, 'which': {'accuracy': 0.6428571428571429, 'correct': 9, 'total': 14}, 'what color': {'accuracy': 1.0, 'correct': 12, 'total': 12}, 'are the': {'accuracy': 0.9047619047619048, 'correct': 19, 'total': 21}, 'what is the man': {'accuracy': 0.46153846153846156, 'correct': 6, 'total': 13}, 'why is the': {'accuracy': 0.4, 'correct': 2, 'total': 5}, 'what are the': {'accuracy': 0.46153846153846156, 'correct': 6, 'total': 13}, 'what is the color of the': {'accuracy': 1.0, 'correct': 5, 'total': 5}, 'are these': {'accuracy': 0.9090909090909091, 'correct': 10, 'total': 11}, 'where are the': {'accuracy': 0.2857142857142857, 'correct': 2, 'total': 7}, 'could': {'accuracy': 0.8571428571428571, 'correct': 6, 'total': 7}, 'is it': {'accuracy': 1.0, 'correct': 15, 'total': 15}, 'how': {'accuracy': 0.0, 'correct': 0, 'total': 8}, 'can you': {'accuracy': 1.0, 'correct': 5, 'total': 5}, 'how many people are': {'accuracy': 0.5714285714285714, 'correct': 4, 'total': 7}, 'what animal is': {'accuracy': 0.8, 'correct': 4, 'total': 5}, 'has': {'accuracy': 1.0, 'correct': 2, 'total': 2}, 'are': {'accuracy': 0.8333333333333334, 'correct': 10, 'total': 12}, 'is that a': {'accuracy': 1.0, 'correct': 4, 'total': 4}, 'was': {'accuracy': 1.0, 'correct': 2, 'total': 2}, 'are there': {'accuracy': 1.0, 'correct': 10, 'total': 10}, 'do you': {'accuracy': 1.0, 'correct': 4, 'total': 4}, 'what number is': {'accuracy': 0.75, 'correct': 3, 'total': 4}, 'what sport is': {'accuracy': 1.0, 'correct': 5, 'total': 5}, 'is he': {'accuracy': 1.0, 'correct': 3, 'total': 3}, 'how many people are in': {'accuracy': 0.5, 'correct': 2, 'total': 4}, 'are there any': {'accuracy': 1.0, 'correct': 9, 'total': 9}, 'what time': {'accuracy': 0.3333333333333333, 'correct': 1, 'total': 3}, 'what room is': {'accuracy': 1.0, 'correct': 2, 'total': 2}, 'is this person': {'accuracy': 1.0, 'correct': 1, 'total': 1}, 'is the person': {'accuracy': 1.0, 'correct': 1, 'total': 1}}"
vqa_1k_inst_blind.jsonl,Qwen/Qwen3-VL-4B-Instruct/A0_SFT_vqa_gt,vqa_1k,_inst_blind,0.363,363,1000,"{'what is the woman': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'is the man': {'accuracy': 0.6666666666666666, 'correct': 6, 'total': 9}, 'what is the': {'accuracy': 0.17307692307692307, 'correct': 9, 'total': 52}, 'is the': {'accuracy': 0.6704545454545454, 'correct': 59, 'total': 88}, 'is this': {'accuracy': 0.65, 'correct': 26, 'total': 40}, 'does this': {'accuracy': 0.5, 'correct': 7, 'total': 14}, 'what is': {'accuracy': 0.1935483870967742, 'correct': 6, 'total': 31}, 'is': {'accuracy': 0.8461538461538461, 'correct': 11, 'total': 13}, 'what': {'accuracy': 0.23809523809523808, 'correct': 20, 'total': 84}, 'none of the above': {'accuracy': 0.32432432432432434, 'correct': 12, 'total': 37}, 'what are': {'accuracy': 0.3, 'correct': 3, 'total': 10}, 'what color is': {'accuracy': 0.25, 'correct': 2, 'total': 8}, 'is the woman': {'accuracy': 0.3333333333333333, 'correct': 1, 'total': 3}, 'how many': {'accuracy': 0.2235294117647059, 'correct': 19, 'total': 85}, 'what type of': {'accuracy': 0.3157894736842105, 'correct': 6, 'total': 19}, 'what is in the': {'accuracy': 0.2727272727272727, 'correct': 3, 'total': 11}, 'what does the': {'accuracy': 0.06666666666666667, 'correct': 1, 'total': 15}, 'what is this': {'accuracy': 0.0, 'correct': 0, 'total': 10}, 'do': {'accuracy': 0.75, 'correct': 9, 'total': 12}, 'is this a': {'accuracy': 0.4634146341463415, 'correct': 19, 'total': 41}, 'is there a': {'accuracy': 0.5238095238095238, 'correct': 11, 'total': 21}, 'is this an': {'accuracy': 0.6, 'correct': 3, 'total': 5}, 'what is on the': {'accuracy': 0.15384615384615385, 'correct': 2, 'total': 13}, 'is there': {'accuracy': 0.5384615384615384, 'correct': 7, 'total': 13}, 'where is the': {'accuracy': 0.2, 'correct': 3, 'total': 15}, 'why': {'accuracy': 0.42857142857142855, 'correct': 3, 'total': 7}, 'what is the name': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'who is': {'accuracy': 0.5, 'correct': 3, 'total': 6}, 'are they': {'accuracy': 0.6666666666666666, 'correct': 4, 'total': 6}, 'what kind of': {'accuracy': 0.2916666666666667, 'correct': 7, 'total': 24}, 'does the': {'accuracy': 0.7142857142857143, 'correct': 10, 'total': 14}, 'what color is the': {'accuracy': 0.22033898305084745, 'correct': 13, 'total': 59}, 'what color are the': {'accuracy': 0.18181818181818182, 'correct': 2, 'total': 11}, 'what is the person': {'accuracy': 0.5, 'correct': 1, 'total': 2}, 'which': {'accuracy': 0.21428571428571427, 'correct': 3, 'total': 14}, 'what color': {'accuracy': 0.25, 'correct': 3, 'total': 12}, 'are the': {'accuracy': 0.6190476190476191, 'correct': 13, 'total': 21}, 'what is the man': {'accuracy': 0.0, 'correct': 0, 'total': 13}, 'why is the': {'accuracy': 0.0, 'correct': 0, 'total': 5}, 'what are the': {'accuracy': 0.15384615384615385, 'correct': 2, 'total': 13}, 'what is the color of the': {'accuracy': 0.2, 'correct': 1, 'total': 5}, 'are these': {'accuracy': 0.5454545454545454, 'correct': 6, 'total': 11}, 'where are the': {'accuracy': 0.0, 'correct': 0, 'total': 7}, 'could': {'accuracy': 0.42857142857142855, 'correct': 3, 'total': 7}, 'is it': {'accuracy': 0.6, 'correct': 9, 'total': 15}, 'how': {'accuracy': 0.0, 'correct': 0, 'total': 8}, 'can you': {'accuracy': 0.6, 'correct': 3, 'total': 5}, 'how many people are': {'accuracy': 0.14285714285714285, 'correct': 1, 'total': 7}, 'what animal is': {'accuracy': 0.0, 'correct': 0, 'total': 5}, 'has': {'accuracy': 1.0, 'correct': 2, 'total': 2}, 'are': {'accuracy': 0.5833333333333334, 'correct': 7, 'total': 12}, 'is that a': {'accuracy': 0.25, 'correct': 1, 'total': 4}, 'was': {'accuracy': 1.0, 'correct': 2, 'total': 2}, 'are there': {'accuracy': 0.6, 'correct': 6, 'total': 10}, 'do you': {'accuracy': 0.75, 'correct': 3, 'total': 4}, 'what number is': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'what sport is': {'accuracy': 0.0, 'correct': 0, 'total': 5}, 'is he': {'accuracy': 0.6666666666666666, 'correct': 2, 'total': 3}, 'how many people are in': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'are there any': {'accuracy': 0.6666666666666666, 'correct': 6, 'total': 9}, 'what time': {'accuracy': 0.3333333333333333, 'correct': 1, 'total': 3}, 'what room is': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'is this person': {'accuracy': 0.0, 'correct': 0, 'total': 1}, 'is the person': {'accuracy': 1.0, 'correct': 1, 'total': 1}}"
vqa_5k.jsonl,Qwen/Qwen3-VL-4B-Instruct/A0_SFT_vqa_gt,vqa_5k,,0.7632,3816,5000,"{'what are': {'accuracy': 0.5945945945945946, 'correct': 22, 'total': 37}, 'what is the': {'accuracy': 0.6434108527131783, 'correct': 166, 'total': 258}, 'is this a': {'accuracy': 0.9585798816568047, 'correct': 162, 'total': 169}, 'is': {'accuracy': 0.9565217391304348, 'correct': 66, 'total': 69}, 'how many': {'accuracy': 0.71, 'correct': 355, 'total': 500}, 'is the': {'accuracy': 0.9043062200956937, 'correct': 378, 'total': 418}, 'does the': {'accuracy': 0.8625, 'correct': 69, 'total': 80}, 'what is': {'accuracy': 0.69375, 'correct': 111, 'total': 160}, 'what': {'accuracy': 0.6428571428571429, 'correct': 225, 'total': 350}, 'what color is the': {'accuracy': 0.7877813504823151, 'correct': 245, 'total': 311}, 'none of the above': {'accuracy': 0.6868686868686869, 'correct': 136, 'total': 198}, 'are these': {'accuracy': 0.92, 'correct': 69, 'total': 75}, 'what type of': {'accuracy': 0.5841584158415841, 'correct': 59, 'total': 101}, 'what color are the': {'accuracy': 0.7887323943661971, 'correct': 56, 'total': 71}, 'are there': {'accuracy': 0.9295774647887324, 'correct': 66, 'total': 71}, 'what are the': {'accuracy': 0.6029411764705882, 'correct': 41, 'total': 68}, 'can you': {'accuracy': 0.8421052631578947, 'correct': 16, 'total': 19}, 'where are the': {'accuracy': 0.39285714285714285, 'correct': 11, 'total': 28}, 'how': {'accuracy': 0.23076923076923078, 'correct': 12, 'total': 52}, 'what is on the': {'accuracy': 0.7272727272727273, 'correct': 40, 'total': 55}, 'how many people are': {'accuracy': 0.8333333333333334, 'correct': 30, 'total': 36}, 'is there a': {'accuracy': 0.9736842105263158, 'correct': 111, 'total': 114}, 'is the man': {'accuracy': 0.9166666666666666, 'correct': 66, 'total': 72}, 'is there': {'accuracy': 0.9487179487179487, 'correct': 74, 'total': 78}, 'are they': {'accuracy': 0.9, 'correct': 27, 'total': 30}, 'where is the': {'accuracy': 0.45121951219512196, 'correct': 37, 'total': 82}, 'is this': {'accuracy': 0.9052631578947369, 'correct': 172, 'total': 190}, 'who is': {'accuracy': 0.6206896551724138, 'correct': 18, 'total': 29}, 'is he': {'accuracy': 0.9583333333333334, 'correct': 23, 'total': 24}, 'is that a': {'accuracy': 0.9473684210526315, 'correct': 18, 'total': 19}, 'what animal is': {'accuracy': 0.875, 'correct': 14, 'total': 16}, 'what kind of': {'accuracy': 0.6115107913669064, 'correct': 85, 'total': 139}, 'what brand': {'accuracy': 0.75, 'correct': 15, 'total': 20}, 'are': {'accuracy': 0.8301886792452831, 'correct': 44, 'total': 53}, 'was': {'accuracy': 1.0, 'correct': 25, 'total': 25}, 'what is the man': {'accuracy': 0.8059701492537313, 'correct': 54, 'total': 67}, 'what color': {'accuracy': 0.8, 'correct': 32, 'total': 40}, 'what is this': {'accuracy': 0.6046511627906976, 'correct': 26, 'total': 43}, 'why': {'accuracy': 0.21951219512195122, 'correct': 9, 'total': 41}, 'is it': {'accuracy': 0.9534883720930233, 'correct': 82, 'total': 86}, 'is the person': {'accuracy': 0.9333333333333333, 'correct': 14, 'total': 15}, 'what is the name': {'accuracy': 0.68, 'correct': 17, 'total': 25}, 'do you': {'accuracy': 0.8235294117647058, 'correct': 14, 'total': 17}, 'why is the': {'accuracy': 0.25, 'correct': 2, 'total': 8}, 'does this': {'accuracy': 0.9245283018867925, 'correct': 49, 'total': 53}, 'do': {'accuracy': 0.9354838709677419, 'correct': 29, 'total': 31}, 'what does the': {'accuracy': 0.5952380952380952, 'correct': 25, 'total': 42}, 'are the': {'accuracy': 0.9112903225806451, 'correct': 113, 'total': 124}, 'what color is': {'accuracy': 0.8181818181818182, 'correct': 27, 'total': 33}, 'what time': {'accuracy': 0.125, 'correct': 4, 'total': 32}, 'which': {'accuracy': 0.5254237288135594, 'correct': 31, 'total': 59}, 'what is in the': {'accuracy': 0.7837837837837838, 'correct': 29, 'total': 37}, 'is this an': {'accuracy': 1.0, 'correct': 18, 'total': 18}, 'are there any': {'accuracy': 0.9666666666666667, 'correct': 29, 'total': 30}, 'could': {'accuracy': 0.8333333333333334, 'correct': 10, 'total': 12}, 'how many people are in': {'accuracy': 0.7058823529411765, 'correct': 12, 'total': 17}, 'what is the woman': {'accuracy': 0.7647058823529411, 'correct': 13, 'total': 17}, 'what room is': {'accuracy': 0.9444444444444444, 'correct': 17, 'total': 18}, 'what is the person': {'accuracy': 0.6190476190476191, 'correct': 13, 'total': 21}, 'what sport is': {'accuracy': 0.9411764705882353, 'correct': 16, 'total': 17}, 'is the woman': {'accuracy': 0.9629629629629629, 'correct': 26, 'total': 27}, 'is this person': {'accuracy': 0.6923076923076923, 'correct': 9, 'total': 13}, 'has': {'accuracy': 0.8571428571428571, 'correct': 12, 'total': 14}, 'what is the color of the': {'accuracy': 0.7857142857142857, 'correct': 11, 'total': 14}, 'what number is': {'accuracy': 0.75, 'correct': 9, 'total': 12}}"
vqa_5k_inst_blind.jsonl,Qwen/Qwen3-VL-4B-Instruct/A0_SFT_vqa_gt,vqa_5k,_inst_blind,0.3246,1623,5000,"{'what are': {'accuracy': 0.08108108108108109, 'correct': 3, 'total': 37}, 'what is the': {'accuracy': 0.11627906976744186, 'correct': 30, 'total': 258}, 'is this a': {'accuracy': 0.5739644970414202, 'correct': 97, 'total': 169}, 'is': {'accuracy': 0.6521739130434783, 'correct': 45, 'total': 69}, 'how many': {'accuracy': 0.142, 'correct': 71, 'total': 500}, 'is the': {'accuracy': 0.6220095693779905, 'correct': 260, 'total': 418}, 'does the': {'accuracy': 0.6125, 'correct': 49, 'total': 80}, 'what is': {'accuracy': 0.0875, 'correct': 14, 'total': 160}, 'what': {'accuracy': 0.13142857142857142, 'correct': 46, 'total': 350}, 'what color is the': {'accuracy': 0.1607717041800643, 'correct': 50, 'total': 311}, 'none of the above': {'accuracy': 0.35858585858585856, 'correct': 71, 'total': 198}, 'are these': {'accuracy': 0.64, 'correct': 48, 'total': 75}, 'what type of': {'accuracy': 0.18811881188118812, 'correct': 19, 'total': 101}, 'what color are the': {'accuracy': 0.19718309859154928, 'correct': 14, 'total': 71}, 'are there': {'accuracy': 0.5774647887323944, 'correct': 41, 'total': 71}, 'what are the': {'accuracy': 0.08823529411764706, 'correct': 6, 'total': 68}, 'can you': {'accuracy': 0.42105263157894735, 'correct': 8, 'total': 19}, 'where are the': {'accuracy': 0.03571428571428571, 'correct': 1, 'total': 28}, 'how': {'accuracy': 0.057692307692307696, 'correct': 3, 'total': 52}, 'what is on the': {'accuracy': 0.18181818181818182, 'correct': 10, 'total': 55}, 'how many people are': {'accuracy': 0.19444444444444445, 'correct': 7, 'total': 36}, 'is there a': {'accuracy': 0.5350877192982456, 'correct': 61, 'total': 114}, 'is the man': {'accuracy': 0.625, 'correct': 45, 'total': 72}, 'is there': {'accuracy': 0.5512820512820513, 'correct': 43, 'total': 78}, 'are they': {'accuracy': 0.5666666666666667, 'correct': 17, 'total': 30}, 'where is the': {'accuracy': 0.13414634146341464, 'correct': 11, 'total': 82}, 'is this': {'accuracy': 0.6263157894736842, 'correct': 119, 'total': 190}, 'who is': {'accuracy': 0.27586206896551724, 'correct': 8, 'total': 29}, 'is he': {'accuracy': 0.7083333333333334, 'correct': 17, 'total': 24}, 'is that a': {'accuracy': 0.8421052631578947, 'correct': 16, 'total': 19}, 'what animal is': {'accuracy': 0.125, 'correct': 2, 'total': 16}, 'what kind of': {'accuracy': 0.14388489208633093, 'correct': 20, 'total': 139}, 'what brand': {'accuracy': 0.15, 'correct': 3, 'total': 20}, 'are': {'accuracy': 0.49056603773584906, 'correct': 26, 'total': 53}, 'was': {'accuracy': 0.48, 'correct': 12, 'total': 25}, 'what is the man': {'accuracy': 0.07462686567164178, 'correct': 5, 'total': 67}, 'what color': {'accuracy': 0.15, 'correct': 6, 'total': 40}, 'what is this': {'accuracy': 0.09302325581395349, 'correct': 4, 'total': 43}, 'why': {'accuracy': 0.07317073170731707, 'correct': 3, 'total': 41}, 'is it': {'accuracy': 0.6744186046511628, 'correct': 58, 'total': 86}, 'is the person': {'accuracy': 0.5333333333333333, 'correct': 8, 'total': 15}, 'what is the name': {'accuracy': 0.04, 'correct': 1, 'total': 25}, 'do you': {'accuracy': 0.5294117647058824, 'correct': 9, 'total': 17}, 'why is the': {'accuracy': 0.125, 'correct': 1, 'total': 8}, 'does this': {'accuracy': 0.7358490566037735, 'correct': 39, 'total': 53}, 'do': {'accuracy': 0.5483870967741935, 'correct': 17, 'total': 31}, 'what does the': {'accuracy': 0.023809523809523808, 'correct': 1, 'total': 42}, 'are the': {'accuracy': 0.5967741935483871, 'correct': 74, 'total': 124}, 'what color is': {'accuracy': 0.15151515151515152, 'correct': 5, 'total': 33}, 'what time': {'accuracy': 0.0625, 'correct': 2, 'total': 32}, 'which': {'accuracy': 0.1864406779661017, 'correct': 11, 'total': 59}, 'what is in the': {'accuracy': 0.16216216216216217, 'correct': 6, 'total': 37}, 'is this an': {'accuracy': 0.6666666666666666, 'correct': 12, 'total': 18}, 'are there any': {'accuracy': 0.36666666666666664, 'correct': 11, 'total': 30}, 'could': {'accuracy': 0.8333333333333334, 'correct': 10, 'total': 12}, 'how many people are in': {'accuracy': 0.0, 'correct': 0, 'total': 17}, 'what is the woman': {'accuracy': 0.23529411764705882, 'correct': 4, 'total': 17}, 'what room is': {'accuracy': 0.4444444444444444, 'correct': 8, 'total': 18}, 'what is the person': {'accuracy': 0.09523809523809523, 'correct': 2, 'total': 21}, 'what sport is': {'accuracy': 0.0, 'correct': 0, 'total': 17}, 'is the woman': {'accuracy': 0.5925925925925926, 'correct': 16, 'total': 27}, 'is this person': {'accuracy': 0.5384615384615384, 'correct': 7, 'total': 13}, 'has': {'accuracy': 0.35714285714285715, 'correct': 5, 'total': 14}, 'what is the color of the': {'accuracy': 0.35714285714285715, 'correct': 5, 'total': 14}, 'what number is': {'accuracy': 0.0, 'correct': 0, 'total': 12}}"
mmstar.jsonl,Qwen/Qwen3-VL-4B-Instruct/A1_JS_vqa_blind_n10,mmstar,,0.598,897,1500,"{'coarse perception': {'accuracy': 0.72, 'correct': 180, 'total': 250}, 'fine-grained perception': {'accuracy': 0.556, 'correct': 139, 'total': 250}, 'instance reasoning': {'accuracy': 0.704, 'correct': 176, 'total': 250}, 'logical reasoning': {'accuracy': 0.608, 'correct': 152, 'total': 250}, 'math': {'accuracy': 0.572, 'correct': 143, 'total': 250}, 'science & technology': {'accuracy': 0.428, 'correct': 107, 'total': 250}}"
mmstar_blind.jsonl,Qwen/Qwen3-VL-4B-Instruct/A1_JS_vqa_blind_n10,mmstar,_blind,0.26,390,1500,"{'coarse perception': {'accuracy': 0.244, 'correct': 61, 'total': 250}, 'fine-grained perception': {'accuracy': 0.224, 'correct': 56, 'total': 250}, 'instance reasoning': {'accuracy': 0.288, 'correct': 72, 'total': 250}, 'logical reasoning': {'accuracy': 0.296, 'correct': 74, 'total': 250}, 'math': {'accuracy': 0.372, 'correct': 93, 'total': 250}, 'science & technology': {'accuracy': 0.136, 'correct': 34, 'total': 250}}"
mmstar_inst_blind.jsonl,Qwen/Qwen3-VL-4B-Instruct/A1_JS_vqa_blind_n10,mmstar,_inst_blind,0.268,402,1500,"{'coarse perception': {'accuracy': 0.28, 'correct': 70, 'total': 250}, 'fine-grained perception': {'accuracy': 0.264, 'correct': 66, 'total': 250}, 'instance reasoning': {'accuracy': 0.276, 'correct': 69, 'total': 250}, 'logical reasoning': {'accuracy': 0.236, 'correct': 59, 'total': 250}, 'math': {'accuracy': 0.368, 'correct': 92, 'total': 250}, 'science & technology': {'accuracy': 0.184, 'correct': 46, 'total': 250}}"
spubench.jsonl,Qwen/Qwen3-VL-4B-Instruct/A1_JS_vqa_blind_n10,spubench,,0.6907216494845361,67,97,"{'Unknown': {'accuracy': 0.6907216494845361, 'correct': 67, 'total': 97}}"
spubench_blind.jsonl,Qwen/Qwen3-VL-4B-Instruct/A1_JS_vqa_blind_n10,spubench,_blind,0.4625,1110,2400,"{'Unknown': {'accuracy': 0.4625, 'correct': 1110, 'total': 2400}}"
spubench_inst_blind.jsonl,Qwen/Qwen3-VL-4B-Instruct/A1_JS_vqa_blind_n10,spubench,_inst_blind,0.38625,927,2400,"{'Unknown': {'accuracy': 0.38625, 'correct': 927, 'total': 2400}}"
