qid,category,l2_category,question_en,options,answer_type,question_kr,answer,score,index,question_type,image_id,answers,multiple_choice_answer
528062000,,,Are they in the kitchen?,,text,그들은 부엌에 있나요?,,,18,are they,,,
380143002,,,Are they playing?,,text,그들은 놀고 있나요?,,,19,are they,,,
550432000,,,Could a cactus grow in this climate?,,text,선인장이 이 기후에서 자랄 수 있을까요?,,,20,could,,,
404437001,,,Could the bear be tame?,,text,곰이 길들일 수 있을까요?,,,21,could,,,
460927006,,,Could this animal be someone's pet?,,text,이 동물이 누군가의 애완동물이 될 수 있을까요?,,,22,could,,,
458702007,,,Could there be a vending machine?,,text,자판기가 있을까요?,,,23,could,,,
51576002,,,Could that be a waterhole?,,text,물웅덩이가 될 수 있나요?,,,24,could,,,
117725018,,,Do you see a bell?,,text,종이 보이나요?,,,25,do you,,,
212759008,,,Do you see any grass?,,text,잔디가 보이나요?,,,26,do you,,,
321217002,,,Do you see the sea?,,text,바다가 보이나요?,,,27,do you,,,
355272014,,,Has this boy been injured recently?,,text,이 소년이 최근에 다쳤나요?,,,30,has,,,
318998002,,,Is he standing in another boat?,,text,그는 다른 배에 서 있나요?,,,31,is he,,,
336341002,,,Is he wearing blush?,,text,그는 얼굴을 붉히고 있나요?,,,32,is he,,,
486576004,,,Is that a man or woman looking at the screen?,,text,"화면을 보고 있는 사람이 남자인가요, 여자인가요?",,,34,is that a,,,
133515009,,,Is that a finished kitchen?,,text,완성된 주방인가요?,,,35,is that a,,,
415880001,,,Is that a new car?,,text,새 차인가요?,,,36,is that a,,,
82259002,,,Is the person on the ground?,,text,그 사람이 바닥에 있나요?,,,38,is the person,,,
329711002,,,Is there any work equipment in the photo?,,text,사진에 작업 장비가 있나요?,,,39,is there,,,
175535001,,,Is there lettuce on the plate?,,text,접시에 상추가 있나요?,,,40,is there,,,
74711003,,,Is there lilies in the water?,,text,물에 백합이 있나요?,,,41,is there,,,
391837005,,,IS there water in the background?,,text,배경에 물이 있나요?,,,42,is there,,,
509826033,,,Is there snow?,,text,눈이 있나요?,,,43,is there,,,
215652000,,,Was this picture taken during the day or night?,,text,"이 사진은 낮에 찍은 건가요, 아니면 밤에 찍은 건가요?",,,44,was,,,
135486006,,,What are they carrying?,,text,그들은 무엇을 운반하고 있습니까?,,,46,what are,,,
425933004,,,What are pedestrians asked not to do on the white sign?,,text,흰색 표지판에서 보행자에게 하지 말아야 할 일은 무엇인가요?,,,47,what are,,,
408201006,,,What are they playing?,,text,그들은 무엇을 하고 있나요?,,,48,what are,,,
574537003,,,What are on the child's feet?,,text,아이의 발에는 무엇이 있나요?,,,49,what are,,,
479075003,,,What are these animals?,,text,이 동물들은 무엇인가요?,,,50,what are,,,
487131002,,,What color are these trucks?,,text,이 트럭들은 어떤 색인가요?,,,51,what color,,,
487236000,,,What color grass is the giraffe standing in?,,text,기린은 어떤 색의 풀밭에 서 있나요?,,,52,what color,,,
58539001,,,What color are their jackets?,,text,그들의 재킷은 어떤 색인가요?,,,53,what color,,,
499588001,,,What color thread hangs down the right side?,,text,오른쪽에는 어떤 색의 실이 매달려 있나요?,,,54,what color,,,
525162004,,,What color boat is the man riding in?,,text,남자가 타고 있는 배는 어떤 색인가요?,,,55,what color,,,
252625003,,,What color are the crates against the wall?,,text,벽에 걸린 상자들은 어떤 색인가요?,,,56,what color are the,,,
414711003,,,What color are the clock's numerals?,,text,시계의 숫자는 어떤 색인가요?,,,58,what color are the,,,
429754001,,,What color are the scissors?,,text,가위는 어떤 색인가요?,,,59,what color are the,,,
364157004,,,What color are the curtains?,,text,커튼은 어떤 색인가요?,,,60,what color are the,,,
443453003,,,What color is her dress?,,text,그녀의 드레스는 어떤 색인가요?,,,62,what color is,,,
305329002,,,What color is his helmet?,,text,그의 헬멧은 어떤 색인가요?,,,63,what color is,,,
159842001,,,What color is her headband?,,text,그녀의 머리띠는 어떤 색인가요?,,,64,what color is,,,
22341001,,,What color is her top?,,text,그녀의 상의는 무슨 색인가요?,,,65,what color is,,,
40986004,,,What is in the bottle?,,text,병 안에 무엇이 들어 있나요?,,,66,what is in the,,,
254237002,,,What is in the vase?,,text,꽃병 안에 무엇이 있습니까?,,,67,what is in the,,,
145318001,,,What is in the white plastic covered container behind the bowl?,,text,그릇 뒤에 있는 흰색 플라스틱 뚜껑이 있는 용기에는 무엇이 들어 있나요?,,,68,what is in the,,,
427135026,,,What is in the man's hand?,,text,남자의 손에는 무엇이 있나요?,,,69,what is in the,,,
118507000,,,What is in the far back room?,,text,맨 뒷방에는 무엇이 있나요?,,,70,what is in the,,,
520012001,,,What is on the left plate?,,text,왼쪽 접시에는 무엇이 있습니까?,,,71,what is on the,,,
434494018,,,What is on the man's head?,,text,남자의 머리에는 무엇이 있나요?,,,73,what is on the,,,
133515003,,,What is on the table?,,text,테이블 위에 무엇이 있나요?,,,74,what is on the,,,
430774001,,,What time is shown on the clock?,,text,시계에는 몇 시가 표시되나요?,,,76,what time,,,
367452003,,,What time is it?,,text,지금 몇 시예요?,,,78,what time,,,
580621000,,,What type of establishment are these people likely seated?,,text,이 사람들은 어떤 종류의 시설에 앉을 가능성이 높습니까?,,,79,what type of,,,
52161010,,,What type of shoes is this person wearing?,,text,이 사람은 어떤 종류의 신발을 신고 있나요?,,,80,what type of,,,
506943005,,,What type of building can this scene be found in?,,text,이 장면은 어떤 유형의 건물에서 찾을 수 있나요?,,,81,what type of,,,
48153002,,,What type of pants is this woman wearing?,,text,이 여자는 어떤 종류의 바지를 입고 있나요?,,,82,what type of,,,
290981008,,,What type of animal are these?,,text,이것들은 어떤 종류의 동물인가요?,,,83,what type of,,,
252986000,,,Where is the bench?,,text,벤치는 어디에 있나요?,,,84,where is the,,,
524577024,,,Where is the clock located?,,text,시계는 어디에 있나요?,,,85,where is the,,,
304044004,,,Where is the school bus going?,,text,스쿨버스는 어디로 가나요?,,,86,where is the,,,
154202010,,,Where is the phone?,,text,전화기가 어디 있나요?,,,87,where is the,,,
94823002,,,Where is the dog?,,text,개는 어디에 있어요?,,,88,where is the,,,
113588003,,,Who is using the laptop?,,text,누가 노트북을 사용하고 있나요?,,,89,who is,,,
136140000,,,Who is wearing glasses?,,text,누가 안경을 쓰고 있나요?,,,90,who is,,,
88859004,,,Who is the pitcher?,,text,투수는 누구인가요?,,,91,who is,,,
490280012,,,Who is in the photo?,,text,사진 속에는 누구가 있나요?,,,93,who is,,,
241340000,,,Why is this dog fighting over a Frisbee?,,text,이 개가 프리스비 때문에 싸우는 이유는 무엇인가요?,,,94,why,,,
57508001,,,Why are there straps on the suitcase?,,text,여행 가방에 끈이 있는 이유는 무엇인가요?,,,95,why,,,
80306002,,,Why is she shiny?,,text,그녀는 왜 반짝반짝 빛나요?,,,96,why,,,
151978002,,,Why are the lamps lit?,,text,램프가 켜진 이유는 무엇인가요?,,,97,why,,,
561412009,,,Is the sky cloudy?,,text,하늘이 흐리나요?,,,0,is the,,,
96638000,,,Is the photo colored?,,text,사진이 색칠되어 있나요?,,,1,is the,,,
88695011,,,Is the man hairy?,,text,그 남자는 털이 많나요?,,,2,is the man,,,
576031002,,,Does this person believe in safety?,,text,이 사람은 안전을 믿습니까?,,,3,does this,,,
444928001,,,Are these people wearing helmets?,,text,이 사람들은 헬멧을 쓰고 있나요?,,,4,are these,,,
503992002,,,Does the dog like his bed?,,text,그 개는 침대를 좋아하나요?,,,5,does the,,,
488942005,,,Is this a sightseeing attraction?,,text,관광 명소인가요?,,,6,is this a,,,
536027000,,,Is this picture in focus?,,text,이 사진이 초점에 맞습니까?,,,7,is this,,,
536195002,,,What are the sheep eating?,,text,양들은 무엇을 먹고 있나요?,,,8,what are the,,,
532693000,,,Is the dog being affectionate?,,text,그 개는 애정이 많나요?,,,9,is the,,,
442746004,,,Do people come here to sit?,,text,사람들이 여기 와서 앉나요?,,,10,do,,,
453649001,,,What are the zebras eating?,,text,얼룩말들은 무엇을 먹고 있나요?,,,11,what are the,,,
329717005,,,Is this a recent photograph?,,text,이것은 최근에 찍은 사진인가요?,,,12,is this a,,,
490741003,,,Is it a cloudy day?,,text,흐린 날인가요?,,,14,is it,,,
237118000,,,Is this man angry?,,text,이 남자 화났어요?,,,15,is this,,,
200667002,,,Is the cow wearing an ear tag?,,text,소가 귀표를 달고 있나요?,,,16,is the,,,
515885003,,,Is it a beer?,,text,맥주인가요?,,,17,is it,,,
510078000,,,Is this in a parking lot?,,text,주차장에 있나요?,,,18,is this,,,
367608007,,,Is this guy wearing safety gear?,,text,이 남자는 안전 장비를 착용하고 있나요?,,,19,is this,,,
140713008,,,What color is the elephant?,,text,코끼리는 어떤 색인가요?,,,20,what color is the,,,
317070001,,,Is the man flying?,,text,남자가 날고 있나요?,,,21,is the man,,,
384834006,,,Does the surfboard have fins?,,text,서핑보드에 핀이 있나요?,,,22,does the,,,
62549003,,,Is the bird being fed by a human?,,text,새가 사람에게 먹이를 주고 있나요?,,,23,is the,,,
559462000,,,Is she wearing sneakers?,,text,그녀는 운동화를 신고 있나요?,,,24,is,,,
245162006,,,Is this a busy street?,,text,여기가 번화한 거리인가요?,,,25,is this a,,,
70626005,,,What kind of cheese is on the pizza?,,text,피자에는 어떤 종류의 치즈가 들어 있나요?,,,27,what kind of,,,
514518002,,,Is this fresh snow?,,text,이것은 신선한 눈인가요?,,,28,is this,,,
129576008,,,Does the color of the pillow match the color of the chair?,,text,베개의 색상이 의자의 색상과 일치합니까?,,,29,does the,,,
392915002,,,Is the room sunny?,,text,방이 화창한가요?,,,30,is the,,,
346633003,,,Is this food raw?,,text,이 음식은 날것인가요?,,,32,is this,,,
517386001,,,What is in the vase?,,text,꽃병 안에 무엇이 있습니까?,,,33,what is in the,,,
128034004,,,Do these look like school buses?,,text,이것들이 스쿨버스처럼 보이나요?,,,34,do,,,
154931001,,,What is the gender of the person in the black shirt?,,text,검은색 셔츠를 입은 사람의 성별은 무엇인가요?,,,35,what is the,,,
482476008,,,Does the woman's hair look clean or dirty?,,text,"여자의 머리카락이 깨끗해 보이나요, 아니면 더럽나요?",,,36,does the,,,
360137003,,,What color is the water?,,text,물은 어떤 색인가요?,,,37,what color is the,,,
56684001,,,Does this dessert look healthy?,,text,이 디저트가 건강해 보이나요?,,,38,does this,,,
493846001,,,What might someone wear on their head when riding this thing?,,text,이 물건을 탈 때 누군가 머리에 무엇을 착용할 수 있을까요?,,,39,what,,,
102421000,,,Can you tell if the cat is looking at bright light?,,text,고양이가 밝은 빛을 보고 있는지 알 수 있나요?,,,41,can you,,,
215581002,,,Does this picture show carrots in a basket?,,text,이 사진에 바구니에 당근이 들어 있나요?,,,42,does this,,,
50828012,,,Are the lights on in the room?,,text,방에 불이 켜져 있나요?,,,43,are the,,,
376493000,,,Is there a yield sign in the picture?,,text,사진에 양보 표지판이 있나요?,,,44,is there a,,,
367468003,,,Is the cat picking out shoes to wear?,,text,고양이가 신을 신발을 고르고 있나요?,,,45,is the,,,
116068011,,,Is the water calm?,,text,물이 잔잔한가요?,,,47,is the,,,
323375001,,,Is this a scene in Africa?,,text,아프리카의 한 장면인가요?,,,48,is this a,,,
183338005,,,Are these people playing for fun?,,text,이 사람들은 재미로 놀고 있나요?,,,49,are these,,,
383209003,,,Is the cat going to fall off the TV?,,text,고양이가 TV에서 떨어질까요?,,,51,is the,,,
443450003,,,Is the plane far away?,,text,비행기가 멀리 있나요?,,,52,is the,,,
331856019,,,Is this man tired of playing?,,text,이 남자는 노는 데 지쳤나요?,,,53,is this,,,
530313001,,,Is a woman playing with her hair?,,text,여자가 머리를 가지고 놀고 있나요?,,,54,is,,,
434867004,,,Is this a normal color for a train?,,text,이것이 기차의 일반적인 색상인가요?,,,56,is this a,,,
435208011,,,Does this room have warm lighting?,,text,이 방에 따뜻한 조명이 있나요?,,,57,does this,,,
325568007,,,Are you behind a net?,,text,그물 뒤에 있나요?,,,59,are,,,
42541003,,,Is the sun out?,,text,해가 떴나요?,,,60,is the,,,
399284000,,,What color is the water?,,text,물은 어떤 색인가요?,,,63,what color is the,,,
465715003,,,Is the water clear?,,text,물이 맑나요?,,,64,is the,,,
73199001,,,Are all the men wearing the same color shirts?,,text,모든 남자들이 같은 색 셔츠를 입고 있나요?,,,65,are,,,
244111000,,,Is this designed to be co-located with another electronic device?,,text,이것은 다른 전자 기기와 함께 배치되도록 설계되었나요?,,,67,is this,,,
361321003,,,Can you use a credit card here?,,text,여기서 신용카드를 사용할 수 있나요?,,,68,can you,,,
205352003,,,Are the people on the boat seen easily?,,text,보트에 타고 있는 사람들이 쉽게 보이나요?,,,69,are the,,,
196484002,,,Is the photographer as high as the giraffe?,,text,사진작가가 기린만큼 높나요?,,,70,is the,,,
374677000,,,Is this a flower native to North America?,,text,이것은 북미 원산의 꽃인가요?,,,74,is this a,,,
26501010,,,Will the bus go uptown?,,text,버스가 시내로 올라갈까요?,,,75,none of the above,,,
493218001,,,Can you see any bare necks?,,text,맨 목이 보이나요?,,,76,can you,,,
396200022,,,Is this kid on the right a professional skater?,,text,오른쪽에 있는 이 아이는 프로 스케이터인가요?,,,77,is this,,,
224391007,,,Are these elephants in the jungle?,,text,이 코끼리들은 정글에 있나요?,,,78,are these,,,
493623001,,,Are the shoes heels or flats?,,text,"신발이 힐인가요, 플랫인가요?",,,79,are the,,,
339823002,,,What color is the umbrella?,,text,우산은 어떤 색인가요?,,,81,what color is the,,,
511111002,,,What kind of juice is in the glass?,,text,유리잔에는 어떤 주스가 들어 있나요?,,,82,what kind of,,,
192047000,,,Is there a towel on the hanger?,,text,옷걸이에 수건이 있나요?,,,83,is there a,,,
117015004,,,Does the giraffe have a long neck?,,text,기린은 목이 길까요?,,,85,does the,,,
223804001,,,Does the house have a porch?,,text,집에 현관이 있나요?,,,86,does the,,,
220266001,,,Is the cat happy?,,text,고양이는 행복한가요?,,,87,is the,,,
142722003,,,Do the cows appear to be concerned?,,text,소들이 걱정하는 것처럼 보이나요?,,,88,do,,,
333290003,,,Is the giraffe taller than the light post?,,text,기린이 등대보다 더 큰가요?,,,89,is the,,,
333371004,,,How many engines?,,text,엔진이 몇 개입니까?,,,90,how many,,,
278601001,,,Is the company that made this truck still in business?,,text,이 트럭을 만든 회사는 아직 사업을 하고 있습니까?,,,91,is the,,,
186282000,,,Is the monitor showing off a rainbow?,,text,모니터가 무지개를 뽐내고 있나요?,,,92,is the,,,
188460002,,,Is the man sitting on a bed?,,text,남자가 침대에 앉아 있나요?,,,93,is the man,,,
489861000,,,Is this truck a V-8?,,text,이 트럭은 V-8인가요?,,,94,is this,,,
489728002,,,Is hellsing the same character as Van Helsing?,,text,헬싱은 반 헬싱과 같은 캐릭터인가요?,,,95,is,,,
483553002,,,Is that spaghetti sauce?,,text,스파게티 소스인가요?,,,96,is,,,
425153000,,,What is the giraffe eating?,,text,기린은 무엇을 먹고 있나요?,,,99,what is the,,,
97230007,,,Is there a baby elephant in this picture?,,text,이 사진에 아기 코끼리가 있나요?,,,100,is there a,,,
97964002,,,Is there anyone on the pic?,,text,사진에 누가 있나요?,,,101,is there,,,
371135000,,,Is she reaching downwards?,,text,그녀가 아래로 손을 뻗고 있나요?,,,102,is,,,
371139000,,,What color is the traffic light?,,text,신호등은 어떤 색인가요?,,,103,what color is the,,,
10694011,,,Is it late night on the computer?,,text,컴퓨터가 늦은 밤에 켜져있가요?,,,104,is it,,,
757004,,,Are these animals all touching?,,text,이 동물들은 모두 접촉하고 있나요?,,,105,are these,,,
554002001,,,Is the dog wearing a tag?,,text,개가 태그를 달고 있나요?,,,106,is the,,,
23954002,,,"Question: How many different types of animals are pictured? Answer the question using a single word or phrase. 
Answer:",,text,질문: 그림에 몇 가지 서로 다른 종류의 동물이 보이나요? 한 단어나 구로 답하십시오.,,,,how many,COCO_val2014_000000023954.jpg,"[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",2
422157006,,,"Question: Is the bus going to turn left or right? Answer the question using a single word or phrase. 
Answer:",,text,질문: 버스가 좌회전할까요 아니면 우회전할까요? 한 단어나 구절로 답하십시오. 답:,,,,is the,COCO_val2014_000000422157.jpg,"[{'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'right', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'right', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'right', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'right', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'straight', 'answer_confidence': 'maybe', 'answer_id': 10}]",right
135275001,,,"Question: What does yellow of the road mean? Answer the question using a single word or phrase. 
Answer:",,text,질문: 도로의 노란색은 무슨 뜻인가요? 한 단어나 구절로 답하십시오.,,,,what,COCO_val2014_000000135275.jpg,"[{'answer': 'fire lane', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'middle', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'no parking', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'caution', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'slow', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'caution', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'median', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'caution', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'curb', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'caution', 'answer_confidence': 'yes', 'answer_id': 10}]",caution
25005002,,,"Question: What is the man standing on? Answer the question using a single word or phrase. 
Answer:",,text,질문: 남자는 무엇 위에 서 있나요? 한 단어나 구절로 대답하십시오. 답:,,,,what is the man,COCO_val2014_000000025005.jpg,"[{'answer': 'skis', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'skis', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'skis', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'snow', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'skis', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'skis', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'snow', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'skis', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'skis', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'skis', 'answer_confidence': 'yes', 'answer_id': 10}]",skis
268215000,,,"Question: What vegetable is lining the dish? Answer the question using a single word or phrase. 
Answer:",,text,질문: 접시에 둘러싸고 있는 채소는 무엇입니까? 한 단어나 구절로 질문에 답하십시오. 답:,,,,what,COCO_val2014_000000268215.jpg,"[{'answer': 'green beans', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'green beans', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'rice, beans', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'beans and carrots', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'beans and carrots', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'green beans and carrots', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'beans', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'beans', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'rice', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'carrots and green beans', 'answer_confidence': 'yes', 'answer_id': 10}]",beans and carrots
8498007,,,"Question: How many clocks? Answer the question using a single word or phrase. 
Answer:",,text,질문: 시계가 몇 대입니까? 한 단어나 구로 답하십시오.,,,,how many,COCO_val2014_000000008498.jpg,"[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 10}]",2
382850000,,,"Question: What color is the boat? Answer the question using a single word or phrase. 
Answer:",,text,질문: 배의 색은 무엇입니까? 한 단어나 구로 질문에 답하십시오. 답변:,,,,what color is the,COCO_val2014_000000382850.jpg,"[{'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 10}]",blue
418275003,,,"Question: Is the bottle half full? Answer the question using a single word or phrase. 
Answer:",,text,질문: 병이 반쯤 차 있나요? 한 단어나 구로 질문에 답하십시오. 답:,,,,is the,COCO_val2014_000000418275.jpg,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 10}]",yes
207275011,,,"Question: What game is he playing? Answer the question using a single word or phrase. 
Answer:",,text,질문: 그가 어떤 게임을 하고 있나요? 한 단어나 구로 답하십시오. 답:,,,,what,COCO_val2014_000000207275.jpg,"[{'answer': 'nintendo wii', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'wi', 'answer_confidence': 'no', 'answer_id': 6}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'wii', 'answer_confidence': 'maybe', 'answer_id': 10}]",wii
147309005,,,"Question: Is this a fancy desert? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이것은 멋진 사막인가요? 한 단어나 구절로 질문에 답하십시오. 답:,,,,is this a,COCO_val2014_000000147309.jpg,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes
424258002,,,"Question: What are the plants inside of? Answer the question using a single word or phrase. 
Answer:",,text,안에 있는 식물들은 무엇입니까? 한 단어나 구로 답하십시오.,,,,what are the,COCO_val2014_000000424258.jpg,"[{'answer': 'pot', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'pots', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'planters', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'cedar planters', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'wooden tubs', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'wooden barrel', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'barrels', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'barrels', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'planters', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'containers', 'answer_confidence': 'yes', 'answer_id': 10}]",barrels
487076005,,,"Question: What color is the fire hydrant? Answer the question using a single word or phrase. 
Answer:",,text,질문: 소화전은 무슨 색입니까? 한 단어나 구로 질문에 대답하십시오. 답:,,,,what color is the,COCO_val2014_000000487076.jpg,"[{'answer': 'red', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'yellow', 'answer_confidence': 'no', 'answer_id': 2}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yellow', 'answer_confidence': 'maybe', 'answer_id': 10}]",yellow
282046012,,,"Question: Is the sand wet? Answer the question using a single word or phrase. 
Answer:",,text,질문: 모래가 젖었나요? 한 단어나 구절로 답하십시오. 답:,,,,is the,COCO_val2014_000000282046.jpg,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 10}]",no
