,image_id,qid,question_type,question_en,answers,multiple_choice_answer,answer_type,question_kr,Unnamed: 0.2,category,l2_category,options,Unnamed: 0.1,Unnamed: 0,index
49,,194,,"what style is depicted in this image?
 ",,,choice,이 이미지에 묘사된 스타일은 무엇입니까?,49.0,coarse perception,image style & quality,"A: impressionism 인상주의, B: post-Impressionism 후기 인상주의, C: modernism 모더니즘, D: dadaism 다다이즘",,,
50,,269,,"How many horses are in the image?
 ",,,choice,그 이미지에는 말이 몇 마리 있나요?,50.0,fine-grained perception,object counting,"A: 1 일, B: 2 이, C: 4 사, D: 3 삼",,,
51,,254,,"How many buildings are present in the image?
 ",,,choice,그 이미지에 건물이 몇 채 있나요?,51.0,fine-grained perception,object counting,"A: 1, B: 3, C: 2, D: 4 A: 일, B: 삼, C: 이, D: 사",,,
52,,419,,"What is the primary color of the glove held by the player in the foreground?
 ",,,choice,전경에 있는 선수의 손에 들고 있는 장갑의 주된 색상은 무엇입니까?,52.0,fine-grained perception,recognition,"A: Black 검은색, B: Orange 주황색, C: Brown 갈색, D: Yellow 노란색",,,
53,,228,,"Where is the snail located in the image?
 ",,,choice,그 이미지에서 달팽이는 어디에 있나요?,53.0,fine-grained perception,localization,"A: On a tree trunk, 나무 줄기 위에, B: On top of a mushroom, 버섯 위에, C: On a log, 통나무 위에, D: On a rock, 바위 위에",,,
54,,229,,"Where is the soccer ball located?
 ",,,choice,축구공은 어디에 있나요?,54.0,fine-grained perception,localization,"A: On the ground in the bottom left corner, A: 왼쪽 아래 모서리의 바닥에, B: In the air in the top right corner, B: 오른쪽 위 구석의 공중에, C: On the ground in the bottom right corner, C: 오른쪽 아래 모서리의 바닥에, D: In the air in the top left corner, D: 왼쪽 위 구석의 공중에",,,
55,,412,,"What is the material of the boots that the woman is wearing in the image?
 ",,,choice,이미지 속 여성이 신은 부츠의 소재는 무엇인가요?,55.0,fine-grained perception,recognition,"A: Suede 스웨이드, B: Leather 가죽, C: Canvas 캔버스, D: Synthetic 합성 섬유",,,
56,,159,,"Which term matches the picture?
 ",,,choice,그 그림에 맞는 용어는 무엇입니까?,56.0,coarse perception,image scene and topic,"A: basket star 바구니 불가사리, B: brittle star 불가사리",,,
57,,162,,"The image displays which art style?
 ",,,choice,그 이미지에는 어떤 예술 양식이 나타나나요?,57.0,coarse perception,image style & quality,"A: watercolor 수채화, B: early renaissance 초기 르네상스, C: art nouveau 아르 누보, D: vector art 벡터 아트",,,
58,,391,,"What is the color of the sheep in the foreground?
 ",,,choice,전경에 있는 양의 색은 무엇입니까?,58.0,fine-grained perception,recognition,"A: Black 검은색, B: Brown 갈색, C: White 흰색, D: Gray 회색",,,
59,,394,,"What is the color of the shorts of the soccer player wearing a red and black uniform?
 ",,,choice,빨간색과 검은색 유니폼을 입은 축구 선수의 반바지 색은 무엇입니까?,59.0,fine-grained perception,recognition,"A: White and black 흰색과 검은색, B: Yellow and green 노란색과 초록색, C: Black and white 검은색과 흰색, D: Blue and red 파란색과 빨간색",,,
60,,266,,"How many gloves can be seen in this image?
 ",,,choice,이 이미지에서 장갑은 몇 개 보이나요?,60.0,fine-grained perception,object counting,"A: One 하나, B: Two 둘, C: Three 셋, D: Four 넷",,,
61,,420,,"What is the primary color of the shoes worn by the player closest to the camera?
 ",,,choice,카메라에 가장 가까이 있는 선수의 신발의 주 색상은 무엇입니까?,61.0,fine-grained perception,recognition,"A: Yellow 노란색, B: Black 검은색, C: Gray 회색, D: Orange 주황색",,,
62,,144,,"Which object is the most central in the image?
 ",,,choice,이미지에서 가장 중앙에 위치한 객체는 무엇인가?,62.0,coarse perception,image scene and topic,"A: Woman in white dress, 하얀 드레스를 입은 여성 B: Actor in a white dress on the red carpet at a festival, 축제의 레드 카펫에서 흰 드레스를 입은 배우 C: Refrigerator, 냉장고 D: Red Carpet, 레드 카펫",,,
63,,145,,"Which of the following best describes the view from the deck?
 ",,,choice,다음 중 데크에서 보이는 경치를 가장 잘 설명하는 것은 무엇입니까?,63.0,coarse perception,image scene and topic,"A: A view of a forest 숲의 경치, B: A view of the cityscape 도시 풍경, C: A view of the mountains 산의 경치, D: A view of a body of water 수역의 경치",,,
64,,659,,"Where is the lamp in the living room?
 ",,,choice,거실에 있는 램프는 어디에 있나요?,64.0,instance reasoning,single-instance reasoning,"A: On the coffee table, 커피 탁자 위에, B: On the windowsill, 창턱 위에, C: On the end table, 사이드 테이블 위에, D: On the floor, 바닥 위에",,,
65,,660,,"Where is the man playing the guitar located on the stage?
 ",,,choice,무대에서 기타를 연주하는 남자는 어디에 위치해 있습니까?,65.0,instance reasoning,single-instance reasoning,"A: Left side of the stage, A: 무대의 왼쪽, B: Middle of the stage, B: 무대의 중앙, C: Right side of the stage, C: 무대의 오른쪽, D: Behind the microphones, D: 마이크 뒤에",,,
66,,31,,"How many police officers are in the image?
 ",,,choice,사진 속 경찰관은 몇 명인가요?,66.0,coarse perception,image scene and topic,"A: 1 한 명, B: 0 명, C: 2 명, D: 3 명",,,
67,,99,,"What is the predominant feature in the image?
 ",,,choice,이미지에서 지배적인 특징은 무엇인가요?,67.0,coarse perception,image scene and topic,"A: Houses 주택들, B: The Sky 하늘, C: Mountains 산들, D: Trees 나무들",,,
68,,61,,"What is the main feature in the background of the image?
 ",,,choice,이미지의 배경에 있는 주요 특징은 무엇입니까?,68.0,coarse perception,image scene and topic,"A: A park bench near the water. 물가 근처의 공원 벤치, B: A couple sitting on a bench. 벤치에 앉아 있는 커플, C: A body of water and the Golden Gate Bridge. 물의 몸체와 골든 게이트 다리, D: A mountain in the distance. 멀리 있는 산",,,
69,,37,,"What is the center of focus in the image?
 ",,,choice,이미지의 초점은 어디인가요?,69.0,coarse perception,image scene and topic,A: A man writing in a book 한 남자가 책에 글을 쓰고 있다. B: A boy with his head in his hands surrounded by books 책들에 둘러싸인 채 손으로 머리를 받치고 있는 소년. C: A cluttered desk with books and a pen 책과 펜이 어질러진 책상. D: A stack of books covering a young man's face 젊은 남자의 얼굴을 가리고 있는 책 더미,,,
70,,249,,"How many balls are on the table?
 ",,,choice,탁자 위에 공이 몇 개 있나요?,70.0,fine-grained perception,object counting,"A: 6 6개, B: 4 4개, C: 5 5개, D: 3 3개",,,
71,,353,,"What color are the man's shoes?
 ",,,choice,그 남자의 신발은 무슨 색인가요?,71.0,fine-grained perception,recognition,"A: Gray 회색, B: Brown 갈색, C: Blue 파란색, D: Black 검은색",,,
72,,329,,"How many women are sitting at the table in the image?
 ",,,choice,이미지 속 탁자에 앉아 있는 여성은 몇 명입니까?,72.0,fine-grained perception,object counting,"A: One 한 명, B: Two 두 명, C: Four 네 명, D: Three 세 명",,,
73,,347,,"Is there a person walking in the image?
 ",,,choice,이미지 속에 걷고 있는 사람이 있나요?,73.0,fine-grained perception,recognition,"A: The image is too blurry to tell, A: 이미지는 판단하기에 너무 흐려서 알 수 없습니다, B: No, B: 아니오, C: There is more than one person walking, C: 보행 중인 사람이 두 명 이상 있습니다, D: Yes D: 예",,,
74,,247,,"How many apples are there in the image? And how many bananas are there?
 ",,,choice,그 이미지에는 사과가 몇 개 있나요? 그리고 바나나가 몇 개 있나요?,74.0,fine-grained perception,object counting,"A: 4 apples and 2 bananas 사과 4개와 바나나 2개, B: 3 apples and 3 banana 사과 3개와 바나나 3개, C: 2 apples and 4 bananas 사과 2개와 바나나 4개, D: 4 apples and 1 bananas 사과 4개와 바나나 1개",,,
75,,809,,"What's the profession of the people in this picture?
 ",,,choice,이 사진 속 사람들의 직업은 무엇입니까?,75.0,logical reasoning,common reasoning,"A: trainer 트레이너, B: chemist 화학자, C: musician 음악가, D: pianist 피아니스트",,,
76,,88,,"What is the occasion depicted in the image?
 ",,,choice,사진에 묘사된 행사는 무엇인가요?,76.0,coarse perception,image scene and topic," A: New Year's Eve celebration, B: Christmas Eve party, C: Birthday celebration, D: Wedding reception A: 새해 전야제, B: 크리스마스 이브 파티, C: 생일 축하 파티, D: 결혼식 피로연",,,
77,,393,,"What is the color of the shirt worn by the baseball player standing on the right side of the image?
 ",,,choice,이미지의 오른쪽에 서 있는 야구 선수가 입은 셔츠의 색상은 무엇입니까?,77.0,fine-grained perception,recognition,"A: Blue 파란색, B: White 흰색, C: Black 검은색, D: Gray 회색",,,
78,,100,,"What is the predominant feature of the forest in the image?
 ",,,choice,사진 속 숲의 지배적인 특징은 무엇인가요?,78.0,coarse perception,image scene and topic,"A: The ground is dry and covered in brown dirt 땅은 건조하고 갈색 흙으로 덮여 있다, B: The trees are all tall and bare with no leaves 나무들은 모두 키가 크고 잎이 없다, C: The trees are covered in green ivy and climbing vines 나무에는 녹색 아이비와 덩굴이 덮여 있다, D: The bark on the trees is white and peeling 나무 껍질이 흰색이고 벗겨져 있다",,,
79,,113,,"What is the relative position of the man and the child in this image?
 ",,,choice,이 이미지에서 남자와 아이의 상대적 위치는 무엇입니까?,79.0,coarse perception,image scene and topic,"A: The man and the child are out of frame 남자와 아이는 화면 밖에 있다, B: The man is standing next to the child 남자는 아이 옆에 서 있다, C: The man is holding the child 남자는 아이를 안고 있다, D: The man is standing apart from the child 남자는 아이와 떨어져 서 있다",,,
80,,147,,"Which of the following captions best describes this image?
 ",,,choice,다음 중 이 이미지를 가장 잘 설명하는 캡션은 무엇입니까?,80.0,coarse perception,image scene and topic,"A: A group of people sitting around a campfire 모닥불 주위에 앉아 있는 사람들, B: A person kayaking on a lake 호수에서 카약을 타는 사람, C: A family having a picnic in a park 공원에서 피크닉을 즐기는 가족, D: A person hiking on a mountain trail 산길에서 하이킹하는 사람",,,
81,,397,,"What is the color of the watch worn by a person in the image?
 ",,,choice,이미지 속 사람의 시계 색상은 무엇입니까?,81.0,fine-grained perception,recognition,"A: White, B: Black, C: Silver, D: Gold A: 흰색, B: 검정색, C: 은색, D: 금색",,,
82,,360,,"What color is the microphone in the image?
 ",,,choice,이미지 속 마이크의 색상은 무엇입니까?,82.0,fine-grained perception,recognition," A: Silver 은색, B: White 흰색, C: Black 검은색, D: Red 빨간색",,,
83,,315,,"How many tables are there in the room?
 ",,,choice,방에 탁자가 몇 개 있나요?,83.0,fine-grained perception,object counting,"A: Four tables 네 개의 탁자, B: Two tables 두 개의 탁자, C: Three tables 세 개의 탁자, D: One table 한 개의 탁자",,,
84,,307,,"How many pillows can be seen in the bedroom?
 ",,,choice,침실에서 보이는 베개는 몇 개입니까?,84.0,fine-grained perception,object counting,"A: 5 5개, B: 4 4개, C: 3 3개, D: 6 6개",,,
85,,260,,"How many colors are the eyes of the depicted animals?
 ",,,choice,그려진 동물들의 눈은 몇 가지 색인가요?,85.0,fine-grained perception,object counting,"  A: Two 두 가지, B: One 한 가지, C: Three 세 가지, D: Four 네 가지",,,
86,,431,,"What type of ball is being held by the player?
 ",,,choice,선수가 들고 있는 공의 종류는 무엇입니까?,86.0,fine-grained perception,recognition,"A: A tennis ball 테니스 공, B: A basketball 농구공, C: A volleyball 배구공, D: A soccer ball 축구공",,,
87,,212,,"What is the position of the person on stage?
 ",,,choice,무대 위에 있는 사람의 위치는 어디인가요?,87.0,fine-grained perception,localization,"A: Standing on the left side 왼쪽에 서 있는 사람, B: Seated in the center 가운데에 앉아 있는 사람, C: Sitting on the floor in front 앞쪽 바닥에 앉아 있는 사람, D: Leaning on the guitar on the right side 오른쪽 편의 기타에 기대고 있는 사람",,,
88,,219,,"Where is it?
 ",,,choice,그것은 어디에 있나요?,88.0,fine-grained perception,localization,"A: Shanghai 상하이, B: Xi'an 시안, C: Wuhan 우한, D: Nanjing 난징",,,
89,,386,,"What is the color of the number on the red and blue jersey in the image?
 ",,,choice,이미지 속 빨간색과 파란색 저지에 있는 숫자의 색상은 무엇입니까?,89.0,fine-grained perception,recognition,"A: Blue 파란색, B: Red 빨간색, C: Orange 주황색, D: Black 검은색",,,
90,,330,,"How many wooden objects are in the image?
 ",,,choice,이미지에 나무로 된 물체가 몇 개 있나요?,90.0,fine-grained perception,object counting,"A: 1, B: 2, C: 3, D: 4 A: 일, B: 이, C: 삼, D: 사",,,
91,,319,,"How many tires can be seen in the image?
 ",,,choice,이미지에서 보이는 타이어의 개수는 몇 개입니까?,91.0,fine-grained perception,object counting,"A: 4 4개, B: 3 3개, C: 5 5개, D: 6 6개",,,
92,,447,,"Who is the person in this image?
 ",,,choice,이 이미지 속 인물은 누구입니까?,92.0,fine-grained perception,recognition,"A: Kobe Bryant 코비 브라이언트, B: Jing Wu 징 우, C: Morgan Freeman 모건 프리먼, D: Jay Chou 제이 추",,,
93,,442,,"Which scene category matches this image the best?
 ",,,choice,이 이미지에 가장 잘 맞는 장면 카테고리는 무엇입니까?,93.0,fine-grained perception,recognition,"A: forest_path 숲길, B: museum/indoor 박물관/실내, C: storage_room 저장실, D: alley 골목",,,
94,,383,,"What is the color of the lettering on the green sign in the image?
 ",,,choice,이미지의 초록색 표지판에 적힌 글자의 색은 무엇입니까?,94.0,fine-grained perception,recognition,"A: Black 검은색, B: Blue 파란색, C: Yellow 노란색, D: White 흰색",,,
95,,375,,"What is the color of the couch in the image?
 ",,,choice,이미지 속 소파의 색은 무엇입니까?,95.0,fine-grained perception,recognition,"A: Beige 베이지색, B: Brown 갈색, C: Tan 탠색, D: Gray 회색",,,
96,,292,,"How many people are present in the image?
 ",,,choice,이미지에 몇 명의 사람이 있나요?,96.0,fine-grained perception,object counting,"A: One 하나, B: Three 세, C: Two 두, D: Four 네",,,
97,,401,,"What is the color scheme of the costumes worn by the men in the parade?
 ",,,choice,행진에 참가한 남성들이 입은 의상의 색상 구성은 무엇입니까?,97.0,fine-grained perception,recognition,"A: Yellow, red, and gold 노란색, 빨간색, 금색, B: Red, blue, and black 빨간색, 파란색, 검은색, C: Green, orange, and white 초록색, 주황색, 흰색, D: Black, white, and gray 검은색, 흰색, 회색",,,
98,,295,,"How many people are standing on the stage in the image?
 ",,,choice,이미지 속 무대 위에 몇 사람이 서 있습니까?,98.0,fine-grained perception,object counting,"A: One 한 명, B: More than three 네 명 이상, C: Three 세 명, D: Two 두 명",,,
99,,493,,"What is the relative position of the man and woman in the image?
 ",,,choice,이미지 속 남자와 여자의 상대 위치는 무엇입니까?,99.0,instance reasoning,cross-instance attribute reasoning,"A: They are facing each other 그들은 서로 마주 보고 있다, B: They are both facing forward 그들은 모두 앞으로 향해 있다, C: They are both facing the camera 그들은 모두 카메라를 향하고 있다, D: They are both looking away from the camera 그들은 모두 카메라를 등지고 있다",,,
100,,819,,"<image 1> is the HRM Roles, David Ulrich (1997) model. According to Ulrich, if HR is to become and remain relevant in the current business environment, what is not something HR professionals must learn?
 ",,,choice,"질문: David Ulrich(1997)의 HRM 역할 모델에 따르면, HR이 현재의 비즈니스 환경에서 관련성을 유지하고 유지하려면 HR 전문가가 배워야 할 것이 아닌 것은 무엇입니까?",100.0,logical reasoning,diagram reasoning,"A: Manage human resources operations and infrastructure 인적 자원 운영 및 인프라 관리, B: Become the link between human resources and organizational strategy 인적 자원과 조직 전략 사이의 연결고리가 된다, C: Optimize the value of employees 직원의 가치를 최적화하다, D: Be a change agent with a long-term vision for the organization 조직에 대한 장기 비전을 가진 변화 주도자가 된다",,,
101,,919,,"Which month has the lowest average precipitation in London?
 ",,,choice,런던에서 평균 강수량이 가장 낮은 달은 무엇입니까?,101.0,logical reasoning,diagram reasoning,"A: July 7월, B: February 2월, C: November 11월, D: nan 없음",,,
102,,609,,"What is the dominant material of the cabinets in the image?
 ",,,choice,이미지 속 찬장의 주된 재료는 무엇인가요?,102.0,instance reasoning,single-instance reasoning,"A: Ceramic 도자기, B: Metal 금속, C: Wood 목재, D: Glass 유리",,,
103,,569,,"Which property do these three objects have in common?
 ",,,choice,이 세 물체가 공통으로 가지는 성질은 무엇입니까?,103.0,instance reasoning,cross-instance relation reasoning,"A: blue 파란색, B: smooth 매끄러운, C: flexible 유연한, D: nan 숫자가 아님",,,
104,,168,,"Which category does this image belong to?
 ",,,choice,이 이미지는 어떤 범주에 속하나요?,105.0,coarse perception,image style & quality,"A: MRI image MRI 영상, B: icon 아이콘, C: microscopic image 현미경 이미지, D: abstract painting 추상화",,,
105,,669,,"Which is right?
 ",,,choice,다음 중 옳은 것은 무엇입니까?,107.0,instance reasoning,single-instance reasoning,"A: The orange is next to the apple, 오렌지는 사과 옆에 있다 B: The apple is on the left, 사과는 왼쪽에 있다 C: The orange is on the right, 오렌지는 오른쪽에 있다 D: All above are not right, 위의 모든 항목은 옳지 않다",,,
106,,248,,"How many archways are there in the image?
 ",,,choice,이미지 속 아치의 수는 몇 개인가요?,110.0,fine-grained perception,object counting,"A: One 하나, B: Four 네, C: Three 세, D: Two 두",,,
107,,395,,"What is the color of the socks detected in the attribute detection of the image?
 ",,,choice,이미지의 속성 탐지에서 탐지된 양말의 색은 무엇입니까?,111.0,fine-grained perception,recognition,"A: Black 검정, B: Red 빨간색, C: White 흰색, D: Striped 줄무늬",,,
108,,882,,"In the diagram shown, which organism consumes small fish as food?
 ",,,choice,제시된 도표에서 작은 물고기를 먹이로 삼는 생물은 무엇입니까?,112.0,logical reasoning,diagram reasoning," A: mahi mahi 마히마히, B: large shark 큰상어, C: zooplankton 동물성 플랑크톤, D: mackerel 고등어",,,
109,,221,,"Where is the drum located in the image?
 ",,,choice,이미지 속 드럼은 어디에 위치해 있나요?,114.0,fine-grained perception,localization,"A: In the back 뒤쪽에, B: On the left side 왼쪽에, C: On the right side 오른쪽에, D: At the center 중앙에",,,
110,,711,,"Which Python code can generate the content of the image?
 ",,,choice,이미지의 내용을 생성할 수 있는 파이썬 코드는 무엇입니까?,116.0,logical reasoning,code & sequence reasoning,"A: from collections import Counter
 result = Counter('Canada')
 print(result)  'Canada' 문자열에 대해 Counter를 생성하고 그 결과를 출력합니다., B: from collections import Counter
 result = Counter('strawberry')
 print(result)  'strawberry' 문자열에 대해 Counter를 생성하고 그 결과를 출력합니다., C: from collections import Counter
 result = Counter('banana')
 print(result)  'banana' 문자열에 대해 Counter를 생성하고 그 결과를 출력합니다., D: from collections import Counter
 result = Counter('apple')
 print(result)  'apple' 문자열에 대해 Counter를 생성하고 그 결과를 출력합니다.",,,
111,,54,,"What is the general theme of this image?
 ",,,choice,이 이미지의 일반적인 주제는 무엇입니까?,117.0,coarse perception,image scene and topic,"A: Candy buffet 캔디 뷔페, B: Ice cream sundae 아이스크림 선데, C: Yogurt containers 요거트 용기, D: Fruit desserts 과일 디저트",,,
112,,551,,"What can Rosa and Kylie trade to each get what they want?
 ",,,choice,로사와 카일리는 서로 원하는 것을 얻기 위해 무엇을 교환할 수 있을까요?,118.0,instance reasoning,cross-instance relation reasoning,A: Kylie can trade her almonds for Rosa's tomatoes. 카일리는 자신의 아몬드를 로사의 토마토와 바꿀 수 있다. B: Rosa can trade her tomatoes for Kylie's broccoli. 로사는 자신의 토마토를 카일리의 브로콜리와 바꿀 수 있다. C: Rosa can trade her tomatoes for Kylie's carrots. 로사는 자신의 토마토를 카일리의 당근과 바꿀 수 있다. D: Kylie can trade her broccoli for Rosa's oranges. 카일리는 자신의 브로콜리를 로사의 오렌지와 바꿀 수 있다.,,,
113,,1178,,"You are asked to compare two options with parameters as given. The risk-free interest rate should be assumed to be 6%. Assume the stocks on which these options are written pay no dividends. <image 1> Which put option must be written on the stock with the lower price?
 ",,,choice,주어진 매개변수로 두 옵션을 비교하라는 요청을 받았습니다. 무위험 이자율은 6%로 가정합니다. 이 옵션들이 기초하는 주식은 배당금을 지급하지 않는다고 가정합니다. <image 1> 가격이 더 낮은 주식에 대해 어떤 풋옵션을 매도해야 합니까?,119.0,math,statistical reasoning,"A: A (영어 옵션 A), B: B (영어 옵션 B), C: Not enough information (한국어: 충분한 정보가 없음), D: nan (한국어: 숫자가 아님)",,,
114,,504,,"Where is the top of the purple bottle in relation to the man with the guitar?
 ",,,choice,기타를 든 남자에 비해 보라색 병의 윗부분은 어디에 위치합니까?,120.0,instance reasoning,cross-instance attribute reasoning,"A: Beside him 그 옆에 있습니다, B: Above him 그 위에 있습니다, C: Below him 그 아래에 있습니다, D: On his head 그의 머리 위에 있습니다",,,
115,,913,,"Which country is highlighted?
 ",,,choice,어떤 나라가 강조되었나요?,121.0,logical reasoning,diagram reasoning,"A: Saint Lucia 세인트 루시아, B: Jamaica 자메이카, C: Haiti 아이티, D: Cuba 쿠바",,,
116,,651,,"What's the profession of the people in this picture?
 ",,,choice,이 사진 속 사람들의 직업은 무엇인가요?,124.0,instance reasoning,single-instance reasoning,"A: mason 석공, B: nurse 간호사, C: pilot 조종사, D: policeman 경찰관",,,
117,,801,,"What will happen next?
 ",,,choice,다음에 무슨 일이 일어날까요?,126.0,logical reasoning,common reasoning,"A: the girls is gonna turn the pan around, 그 소녀들은 팬을 돌려 방향을 바꿀 것이다, B: the pan itself is gonna fly into the woman's face, 팬 자체가 여자의 얼굴로 날아갈 것이다, C: nothing is gonna happen, 아무 일도 일어나지 않을 것이다, D: both A,B, and C, A,B, 그리고 C 모두",,,
118,,626,,"What's the function of the demonstrated object?
 ",,,choice,시연된 물체의 기능은 무엇입니까?,128.0,instance reasoning,single-instance reasoning,"A: clean 청소, B: measurement 측정, C: Bulldozing 불도저 작업, D: Cutting platform 절단 플랫폼",,,
119,,370,,"What color is the writing on the sign in the image?
 ",,,choice,이미지 속 간판에 적힌 글씨의 색은 무엇입니까?,129.0,fine-grained perception,recognition,"A: White 흰색, B: Green 초록색, C: Red 빨간색, D: Black 검은색",,,
120,,1175,,"The Booth Company's sales are forecasted to double from $1,000 in 2010 to $2,000 in 2011. Here is the December 31, 2010, balance sheet: <image 1> Booth's fixed assets were used to only 50% of capacity during 2010, but its current assets were at their proper levels in relation to sales. All assets except fixed assets must increase at the same rate as sales, and fixed assets would also have to increase at the same rate if the current excess capacity did not exist. Booth's after-tax profit margin is forecasted to be 5% and its payout ratio to be 60%. What is Booth's additional funds needed (AFN) for the coming year?
 ",,,choice,"Booth Company의 매출은 2010년 1,000달러에서 2011년 2,000달러로 두 배로 증가할 것으로 예측된다. 아래에는 2010년 12월 31일의 대차대조표가 있다: <image 1> Booth의 고정자산은 2010년 동안 설비 용량의 50%만 사용되었지만, 유동자산은 매출에 비례하여 적정 수준이 있었다. 고정자산을 제외한 모든 자산은 매출 증가율과 같은 비율로 증가해야 하며, 현재의 여유 용량이 존재하지 않는다면 고정자산 역시 같은 비율로 증가해야 한다. Booth의 세후 이익률은 5%로, 배당성향은 60%로 예측된다. 다가오는 해에 Booth가 필요한 추가 자금(AFN)은 얼마인가?",130.0,math,statistical reasoning,"A: 360 삼백육십, B: Other Answers 다른 답변, C: nan 숫자 아님, D: nan 숫자 아님",,,
121,,425,,"What is the shape of the window on the building in the image?
 ",,,choice,이미지 속 건물의 창문 모양은 무엇인가요?,133.0,fine-grained perception,recognition,"A: Square 정사각형, B: Rectangle 직사각형, C: Circle 원, D: Triangle 삼각형",,,
122,,543,,"In nature, what's the relationship between these two creatures?
 ",,,choice,자연에서 이 두 생물 사이의 관계는 무엇입니까?,134.0,instance reasoning,cross-instance relation reasoning,"A: Predatory relationships 포식적 관계, B: Competitive relationships 경쟁적 관계, C: Parasitic relationships 기생 관계, D: Symbiotic relationship 공생 관계",,,
123,,663,,"Where is the sheep?
 ",,,choice,양은 어디에 있나요?,135.0,instance reasoning,single-instance reasoning,"A: The sheep is behind the car 양은 차 뒤에 있다, B: The sheep is in the front of the car 양은 차 앞에 있다, C: The sheep is on the right of the car 양은 차의 오른쪽에 있다, D: The sheep is on the left of the car 양은 차의 왼쪽에 있다",,,
124,,181,,"Which image is more brightful?
 ",,,choice,어떤 이미지가 더 밝습니까?,136.0,coarse perception,image style & quality,"A: The first image 첫 번째 이미지, B: The second image 두 번째 이미지, C: nan, D: nan",,,
125,,510,,"Which image shows the highest sharpness?
 ",,,choice,어떤 이미지가 가장 선명합니까?,137.0,instance reasoning,cross-instance attribute reasoning,"A: upper left 왼쪽 상단, B: upper right 오른쪽 상단, C: down left 왼쪽 하단, D: down right 오른쪽 하단",,,
126,,511,,"Which image shows the highest sharpness?
 ",,,choice,가장 선명한 이미지는 어느 것인가?,138.0,instance reasoning,cross-instance attribute reasoning,"A: upper left 왼쪽 위, B: upper right 오른쪽 위, C: down left 왼쪽 아래, D: down right 오른쪽 아래",,,
127,,278,,"How many pairs of shoes can be seen in the image?
 ",,,choice,이미지에서 보이는 신발의 쌍은 몇 개입니까?,139.0,fine-grained perception,object counting,"A: One 하나, B: Three 세, C: Two 두, D: Cannot be determined 판단할 수 없다",,,
128,,24,,"Based on the image, which statement best describes the likely purpose of the setting?
 ",,,choice,이미지를 기반으로 볼 때 이 설정의 가능한 목적을 가장 잘 설명하는 진술은 무엇입니까?,140.0,coarse perception,image scene and topic,"A: A photoshoot for greeting cards 인사 카드용 사진 촬영, B: A scientific research site 과학 연구 현장, C: A festive celebration 축제적인 축하 행사, D: A picnic spot for a group of people 여러 명이 함께하는 피크닉 장소",,,
129,,245,,"How many angels have halos?
 ",,,choice,후광을 가진 천사는 몇 명입니까?,141.0,fine-grained perception,object counting,"A: Two 두 명, B: One 한 명, C: nan 숫자가 아님, D: Three 세 명",,,
130,,655,,"What's the profession of the people in this picture?
 ",,,choice,이 사진 속 사람들의 직업은 무엇입니까?,142.0,instance reasoning,single-instance reasoning,"A: photographer 사진작가, B: chemist 화학자, C: repairman 수리공, D: pianist 피아니스트",,,
131,,231,,"Where is the table in relation to the balcony?
 ",,,choice,탁자는 발코니에 대해 어느 위치에 있나요?,143.0,fine-grained perception,localization,"A: On the right side of the balcony, 발코니의 오른쪽에, B: In the center of the balcony, 발코니의 중앙에, C: On the left side of the balcony, 발코니의 왼쪽에, D: Cannot be determined from the information given, 주어진 정보로는 판단할 수 없다",,,
132,,629,,"What's the function of the demonstrated object?
 ",,,choice,시연된 물체의 기능은 무엇입니까?,145.0,instance reasoning,single-instance reasoning,"A: excavate 굴착하다, B: transport 운반하다, C: weld 용접하다, D: Measure the level 수준을 측정하다",,,
133,,215,,"What is the position of the sheep's legs in the image?
 ",,,choice,이미지에서 양의 다리는 어디에 있나요?,146.0,fine-grained perception,localization,A: At the top 위쪽에 B: On the right side 오른쪽에 C: On the left side 왼쪽에 D: At the bottom 아래쪽에,,,
134,,924,,"Which solution has a higher concentration of green particles?
 ",,,choice,어떤 용액에서 녹색 입자의 농도가 더 높은가요?,147.0,logical reasoning,diagram reasoning,"A: neither; their concentrations are the same 둘 다 아니다; 농도는 같다, B: Solution A 용액 A, C: Solution B 용액 B, D: nan 숫자가 아니다",,,
135,,441,,"Which of these cities is marked on the map?
 ",,,choice,다음 도시들 중 지도에 표시된 도시는 어느 도시입니까?,148.0,fine-grained perception,recognition,"A: New York City 뉴욕시, B: Washington, D.C. 워싱턴 D.C., C: Philadelphia 필라델피아, D: Boston 보스턴",,,
136,,494,,"What is the relative position of the man holding a guitar and the woman on stage?
 ",,,choice,무대 위에 있는 여자와 기타를 들고 있는 남자의 상대적인 위치는 무엇입니까?,151.0,instance reasoning,cross-instance attribute reasoning,"A: The man is behind the woman 남자는 여자 뒤에 있다, B: The man is to the right of the woman 남자는 여자의 오른쪽에 있다, C: The man is to the left of the woman 남자는 여자의 왼쪽에 있다, D: The man is in front of the woman 남자는 여자 앞에 있다",,,
137,,46,,"What is the dominant color of the image?
 ",,,choice,이미지의 주된 색상은 무엇인가요?,153.0,coarse perception,image scene and topic,"A: White 흰색, B: Brown 갈색, C: Gray 회색, D: Green 초록",,,
138,,287,,"How many people are playing music in the image?
 ",,,choice,이미지에서 음악을 연주하고 있는 사람은 몇 명인가요?,154.0,fine-grained perception,object counting,"A: One, B: Two, C: Three, D: Four A: 한 명, B: 두 명, C: 세 명, D: 네 명",,,
