,qid,category,l2_category,question_en,options,answer_type,question_kr,Unnamed: 0.1,Unnamed: 0,answer,score,index,question_type,image_id,answers,multiple_choice_answer
99,214471008,,,What is piled on top of the sandwich?,,text,샌드위치 위에 무엇이 쌓여 있나요?,,99.0,,,99.0,what is,,,
100,345361001,,,Are all of these children wearing hats?,,text,이 아이들 모두 모자를 쓰고 있나요?,,100.0,,,0.0,are,,,
101,88120004,,,Are her pants tight?,,text,그녀의 바지는 꽉 끼나요?,,101.0,,,1.0,are,,,
102,244750002,,,Are all three glasses filled with the same amount of wine?,,text,세 잔 모두 같은 양의 와인으로 채워져 있나요?,,102.0,,,2.0,are,,,
103,390760002,,,Are all the kites the same?,,text,모든 연이 같은가요?,,103.0,,,3.0,are,,,
104,447549001,,,Are all the trees green?,,text,모든 나무가 초록색인가요?,,104.0,,,4.0,are,,,
105,381246001,,,Are there peppers on the pizza?,,text,피자에 고추가 있나요?,,105.0,,,5.0,are there,,,
106,232790002,,,Are there more ties that has stripes than there are plain?,,text,줄무늬가 있는 넥타이가 일반 넥타이보다 더 많습니까?,,106.0,,,6.0,are there,,,
107,331475002,,,Are there cigarettes in the ashtray?,,text,재떨이에 담배가 있나요?,,107.0,,,7.0,are there,,,
108,196681009,,,Are there clouds in the sky?,,text,하늘에 구름이 있나요?,,108.0,,,8.0,are there,,,
109,102411000,,,Are there waves in this photo?,,text,이 사진에 파도가 있나요?,,109.0,,,9.0,are there,,,
111,343496001,,,Are there any animals in this photo?,,text,이 사진에 동물이 있나요?,,111.0,,,11.0,are there any,,,
112,161231011,,,Are there any weeds growing along the tracks?,,text,선로를 따라 잡초가 자라고 있나요?,,112.0,,,12.0,are there any,,,
113,297819007,,,Are there any napkins in this photo?,,text,이 사진에 냅킨이 있나요?,,113.0,,,13.0,are there any,,,
114,76384019,,,Are there any utensils shown?,,text,보여주는 도구가 있나요?,,114.0,,,14.0,are there any,,,
115,200939002,,,Are they married?,,text,그들은 결혼했나요?,,115.0,,,15.0,are they,,,
116,204051000,,,Are they taking a selfie?,,text,셀카를 찍고 있나요?,,116.0,,,16.0,are they,,,
117,107511001,,,Are they in the zoo?,,text,그들은 동물원에 있나요?,,117.0,,,17.0,are they,,,
118,528062000,,,Are they in the kitchen?,,text,그들은 부엌에 있나요?,,118.0,,,18.0,are they,,,
119,380143002,,,Are they playing?,,text,그들은 놀고 있나요?,,119.0,,,19.0,are they,,,
120,550432000,,,Could a cactus grow in this climate?,,text,선인장이 이 기후에서 자랄 수 있을까요?,,120.0,,,20.0,could,,,
121,404437001,,,Could the bear be tame?,,text,곰이 길들일 수 있을까요?,,121.0,,,21.0,could,,,
122,460927006,,,Could this animal be someone's pet?,,text,이 동물이 누군가의 애완동물이 될 수 있을까요?,,122.0,,,22.0,could,,,
123,458702007,,,Could there be a vending machine?,,text,자판기가 있을까요?,,123.0,,,23.0,could,,,
124,51576002,,,Could that be a waterhole?,,text,물웅덩이가 될 수 있나요?,,124.0,,,24.0,could,,,
125,117725018,,,Do you see a bell?,,text,종이 보이나요?,,125.0,,,25.0,do you,,,
126,212759008,,,Do you see any grass?,,text,잔디가 보이나요?,,126.0,,,26.0,do you,,,
127,321217002,,,Do you see the sea?,,text,바다가 보이나요?,,127.0,,,27.0,do you,,,
130,355272014,,,Has this boy been injured recently?,,text,이 소년이 최근에 다쳤나요?,,130.0,,,30.0,has,,,
131,318998002,,,Is he standing in another boat?,,text,그는 다른 배에 서 있나요?,,131.0,,,31.0,is he,,,
132,336341002,,,Is he wearing blush?,,text,그는 얼굴을 붉히고 있나요?,,132.0,,,32.0,is he,,,
134,486576004,,,Is that a man or woman looking at the screen?,,text,"화면을 보고 있는 사람이 남자인가요, 여자인가요?",,134.0,,,34.0,is that a,,,
135,133515009,,,Is that a finished kitchen?,,text,완성된 주방인가요?,,135.0,,,35.0,is that a,,,
136,415880001,,,Is that a new car?,,text,새 차인가요?,,136.0,,,36.0,is that a,,,
138,82259002,,,Is the person on the ground?,,text,그 사람이 바닥에 있나요?,,138.0,,,38.0,is the person,,,
139,329711002,,,Is there any work equipment in the photo?,,text,사진에 작업 장비가 있나요?,,139.0,,,39.0,is there,,,
140,175535001,,,Is there lettuce on the plate?,,text,접시에 상추가 있나요?,,140.0,,,40.0,is there,,,
141,74711003,,,Is there lilies in the water?,,text,물에 백합이 있나요?,,141.0,,,41.0,is there,,,
142,391837005,,,IS there water in the background?,,text,배경에 물이 있나요?,,142.0,,,42.0,is there,,,
143,509826033,,,Is there snow?,,text,눈이 있나요?,,143.0,,,43.0,is there,,,
144,215652000,,,Was this picture taken during the day or night?,,text,"이 사진은 낮에 찍은 건가요, 아니면 밤에 찍은 건가요?",,144.0,,,44.0,was,,,
146,135486006,,,What are they carrying?,,text,그들은 무엇을 운반하고 있습니까?,,146.0,,,46.0,what are,,,
147,425933004,,,What are pedestrians asked not to do on the white sign?,,text,흰색 표지판에서 보행자에게 하지 말아야 할 일은 무엇인가요?,,147.0,,,47.0,what are,,,
148,408201006,,,What are they playing?,,text,그들은 무엇을 하고 있나요?,,148.0,,,48.0,what are,,,
149,574537003,,,What are on the child's feet?,,text,아이의 발에는 무엇이 있나요?,,149.0,,,49.0,what are,,,
150,479075003,,,What are these animals?,,text,이 동물들은 무엇인가요?,,150.0,,,50.0,what are,,,
151,487131002,,,What color are these trucks?,,text,이 트럭들은 어떤 색인가요?,,151.0,,,51.0,what color,,,
152,487236000,,,What color grass is the giraffe standing in?,,text,기린은 어떤 색의 풀밭에 서 있나요?,,152.0,,,52.0,what color,,,
153,58539001,,,What color are their jackets?,,text,그들의 재킷은 어떤 색인가요?,,153.0,,,53.0,what color,,,
154,499588001,,,What color thread hangs down the right side?,,text,오른쪽에는 어떤 색의 실이 매달려 있나요?,,154.0,,,54.0,what color,,,
155,525162004,,,What color boat is the man riding in?,,text,남자가 타고 있는 배는 어떤 색인가요?,,155.0,,,55.0,what color,,,
156,252625003,,,What color are the crates against the wall?,,text,벽에 걸린 상자들은 어떤 색인가요?,,156.0,,,56.0,what color are the,,,
158,414711003,,,What color are the clock's numerals?,,text,시계의 숫자는 어떤 색인가요?,,158.0,,,58.0,what color are the,,,
159,429754001,,,What color are the scissors?,,text,가위는 어떤 색인가요?,,159.0,,,59.0,what color are the,,,
160,364157004,,,What color are the curtains?,,text,커튼은 어떤 색인가요?,,160.0,,,60.0,what color are the,,,
162,443453003,,,What color is her dress?,,text,그녀의 드레스는 어떤 색인가요?,,162.0,,,62.0,what color is,,,
163,305329002,,,What color is his helmet?,,text,그의 헬멧은 어떤 색인가요?,,163.0,,,63.0,what color is,,,
164,159842001,,,What color is her headband?,,text,그녀의 머리띠는 어떤 색인가요?,,164.0,,,64.0,what color is,,,
165,22341001,,,What color is her top?,,text,그녀의 상의는 무슨 색인가요?,,165.0,,,65.0,what color is,,,
166,40986004,,,What is in the bottle?,,text,병 안에 무엇이 들어 있나요?,,166.0,,,66.0,what is in the,,,
167,254237002,,,What is in the vase?,,text,꽃병 안에 무엇이 있습니까?,,167.0,,,67.0,what is in the,,,
168,145318001,,,What is in the white plastic covered container behind the bowl?,,text,그릇 뒤에 있는 흰색 플라스틱 뚜껑이 있는 용기에는 무엇이 들어 있나요?,,168.0,,,68.0,what is in the,,,
169,427135026,,,What is in the man's hand?,,text,남자의 손에는 무엇이 있나요?,,169.0,,,69.0,what is in the,,,
170,118507000,,,What is in the far back room?,,text,맨 뒷방에는 무엇이 있나요?,,170.0,,,70.0,what is in the,,,
171,520012001,,,What is on the left plate?,,text,왼쪽 접시에는 무엇이 있습니까?,,171.0,,,71.0,what is on the,,,
173,434494018,,,What is on the man's head?,,text,남자의 머리에는 무엇이 있나요?,,173.0,,,73.0,what is on the,,,
174,133515003,,,What is on the table?,,text,테이블 위에 무엇이 있나요?,,174.0,,,74.0,what is on the,,,
176,430774001,,,What time is shown on the clock?,,text,시계에는 몇 시가 표시되나요?,,176.0,,,76.0,what time,,,
178,367452003,,,What time is it?,,text,지금 몇 시예요?,,178.0,,,78.0,what time,,,
179,580621000,,,What type of establishment are these people likely seated?,,text,이 사람들은 어떤 종류의 시설에 앉을 가능성이 높습니까?,,179.0,,,79.0,what type of,,,
180,52161010,,,What type of shoes is this person wearing?,,text,이 사람은 어떤 종류의 신발을 신고 있나요?,,180.0,,,80.0,what type of,,,
181,506943005,,,What type of building can this scene be found in?,,text,이 장면은 어떤 유형의 건물에서 찾을 수 있나요?,,181.0,,,81.0,what type of,,,
182,48153002,,,What type of pants is this woman wearing?,,text,이 여자는 어떤 종류의 바지를 입고 있나요?,,182.0,,,82.0,what type of,,,
183,290981008,,,What type of animal are these?,,text,이것들은 어떤 종류의 동물인가요?,,183.0,,,83.0,what type of,,,
184,252986000,,,Where is the bench?,,text,벤치는 어디에 있나요?,,184.0,,,84.0,where is the,,,
185,524577024,,,Where is the clock located?,,text,시계는 어디에 있나요?,,185.0,,,85.0,where is the,,,
186,304044004,,,Where is the school bus going?,,text,스쿨버스는 어디로 가나요?,,186.0,,,86.0,where is the,,,
187,154202010,,,Where is the phone?,,text,전화기가 어디 있나요?,,187.0,,,87.0,where is the,,,
188,94823002,,,Where is the dog?,,text,개는 어디에 있어요?,,188.0,,,88.0,where is the,,,
189,113588003,,,Who is using the laptop?,,text,누가 노트북을 사용하고 있나요?,,189.0,,,89.0,who is,,,
190,136140000,,,Who is wearing glasses?,,text,누가 안경을 쓰고 있나요?,,190.0,,,90.0,who is,,,
191,88859004,,,Who is the pitcher?,,text,투수는 누구인가요?,,191.0,,,91.0,who is,,,
193,490280012,,,Who is in the photo?,,text,사진 속에는 누구가 있나요?,,193.0,,,93.0,who is,,,
194,241340000,,,Why is this dog fighting over a Frisbee?,,text,이 개가 프리스비 때문에 싸우는 이유는 무엇인가요?,,194.0,,,94.0,why,,,
195,57508001,,,Why are there straps on the suitcase?,,text,여행 가방에 끈이 있는 이유는 무엇인가요?,,195.0,,,95.0,why,,,
196,80306002,,,Why is she shiny?,,text,그녀는 왜 반짝반짝 빛나요?,,196.0,,,96.0,why,,,
197,151978002,,,Why are the lamps lit?,,text,램프가 켜진 이유는 무엇인가요?,,197.0,,,97.0,why,,,
199,561412009,,,Is the sky cloudy?,,text,하늘이 흐리나요?,,199.0,,,0.0,is the,,,
200,96638000,,,Is the photo colored?,,text,사진이 색칠되어 있나요?,,200.0,,,1.0,is the,,,
201,88695011,,,Is the man hairy?,,text,그 남자는 털이 많나요?,,201.0,,,2.0,is the man,,,
202,576031002,,,Does this person believe in safety?,,text,이 사람은 안전을 믿습니까?,,202.0,,,3.0,does this,,,
203,444928001,,,Are these people wearing helmets?,,text,이 사람들은 헬멧을 쓰고 있나요?,,203.0,,,4.0,are these,,,
204,503992002,,,Does the dog like his bed?,,text,그 개는 침대를 좋아하나요?,,204.0,,,5.0,does the,,,
205,488942005,,,Is this a sightseeing attraction?,,text,관광 명소인가요?,,205.0,,,6.0,is this a,,,
206,536027000,,,Is this picture in focus?,,text,이 사진이 초점에 맞습니까?,,206.0,,,7.0,is this,,,
207,536195002,,,What are the sheep eating?,,text,양들은 무엇을 먹고 있나요?,,207.0,,,8.0,what are the,,,
208,532693000,,,Is the dog being affectionate?,,text,그 개는 애정이 많나요?,,208.0,,,9.0,is the,,,
209,442746004,,,Do people come here to sit?,,text,사람들이 여기 와서 앉나요?,,209.0,,,10.0,do,,,
210,453649001,,,What are the zebras eating?,,text,얼룩말들은 무엇을 먹고 있나요?,,210.0,,,11.0,what are the,,,
211,329717005,,,Is this a recent photograph?,,text,이것은 최근에 찍은 사진인가요?,,211.0,,,12.0,is this a,,,
213,490741003,,,Is it a cloudy day?,,text,흐린 날인가요?,,213.0,,,14.0,is it,,,
214,237118000,,,Is this man angry?,,text,이 남자 화났어요?,,214.0,,,15.0,is this,,,
215,200667002,,,Is the cow wearing an ear tag?,,text,소가 귀표를 달고 있나요?,,215.0,,,16.0,is the,,,
216,515885003,,,Is it a beer?,,text,맥주인가요?,,216.0,,,17.0,is it,,,
217,510078000,,,Is this in a parking lot?,,text,주차장에 있나요?,,217.0,,,18.0,is this,,,
218,367608007,,,Is this guy wearing safety gear?,,text,이 남자는 안전 장비를 착용하고 있나요?,,218.0,,,19.0,is this,,,
219,140713008,,,What color is the elephant?,,text,코끼리는 어떤 색인가요?,,219.0,,,20.0,what color is the,,,
220,317070001,,,Is the man flying?,,text,남자가 날고 있나요?,,220.0,,,21.0,is the man,,,
221,384834006,,,Does the surfboard have fins?,,text,서핑보드에 핀이 있나요?,,221.0,,,22.0,does the,,,
222,62549003,,,Is the bird being fed by a human?,,text,새가 사람에게 먹이를 주고 있나요?,,222.0,,,23.0,is the,,,
223,559462000,,,Is she wearing sneakers?,,text,그녀는 운동화를 신고 있나요?,,223.0,,,24.0,is,,,
224,245162006,,,Is this a busy street?,,text,여기가 번화한 거리인가요?,,224.0,,,25.0,is this a,,,
226,70626005,,,What kind of cheese is on the pizza?,,text,피자에는 어떤 종류의 치즈가 들어 있나요?,,226.0,,,27.0,what kind of,,,
227,514518002,,,Is this fresh snow?,,text,이것은 신선한 눈인가요?,,227.0,,,28.0,is this,,,
228,129576008,,,Does the color of the pillow match the color of the chair?,,text,베개의 색상이 의자의 색상과 일치합니까?,,228.0,,,29.0,does the,,,
229,392915002,,,Is the room sunny?,,text,방이 화창한가요?,,229.0,,,30.0,is the,,,
231,346633003,,,Is this food raw?,,text,이 음식은 날것인가요?,,231.0,,,32.0,is this,,,
232,517386001,,,What is in the vase?,,text,꽃병 안에 무엇이 있습니까?,,232.0,,,33.0,what is in the,,,
233,128034004,,,Do these look like school buses?,,text,이것들이 스쿨버스처럼 보이나요?,,233.0,,,34.0,do,,,
234,154931001,,,What is the gender of the person in the black shirt?,,text,검은색 셔츠를 입은 사람의 성별은 무엇인가요?,,234.0,,,35.0,what is the,,,
235,482476008,,,Does the woman's hair look clean or dirty?,,text,"여자의 머리카락이 깨끗해 보이나요, 아니면 더럽나요?",,235.0,,,36.0,does the,,,
236,360137003,,,What color is the water?,,text,물은 어떤 색인가요?,,236.0,,,37.0,what color is the,,,
237,56684001,,,Does this dessert look healthy?,,text,이 디저트가 건강해 보이나요?,,237.0,,,38.0,does this,,,
238,493846001,,,What might someone wear on their head when riding this thing?,,text,이 물건을 탈 때 누군가 머리에 무엇을 착용할 수 있을까요?,,238.0,,,39.0,what,,,
239,85089002,,,Do all the glasses have etching on them?,,text,모든 안경에 에칭이 있나요?,,239.0,,,40.0,do,,,
240,102421000,,,Can you tell if the cat is looking at bright light?,,text,고양이가 밝은 빛을 보고 있는지 알 수 있나요?,,240.0,,,41.0,can you,,,
241,215581002,,,Does this picture show carrots in a basket?,,text,이 사진에 바구니에 당근이 들어 있나요?,,241.0,,,42.0,does this,,,
242,50828012,,,Are the lights on in the room?,,text,방에 불이 켜져 있나요?,,242.0,,,43.0,are the,,,
243,376493000,,,Is there a yield sign in the picture?,,text,사진에 양보 표지판이 있나요?,,243.0,,,44.0,is there a,,,
244,367468003,,,Is the cat picking out shoes to wear?,,text,고양이가 신을 신발을 고르고 있나요?,,244.0,,,45.0,is the,,,
245,502630003,,,"Is the animal in the foreground one of the ""big 5"" game animals?",,text,"전경에 있는 동물이 ""빅 5"" 게임 동물 중 하나입니까?",,245.0,,,46.0,is the,,,
246,116068011,,,Is the water calm?,,text,물이 잔잔한가요?,,246.0,,,47.0,is the,,,
247,323375001,,,Is this a scene in Africa?,,text,아프리카의 한 장면인가요?,,247.0,,,48.0,is this a,,,
248,183338005,,,Are these people playing for fun?,,text,이 사람들은 재미로 놀고 있나요?,,248.0,,,49.0,are these,,,
250,383209003,,,Is the cat going to fall off the TV?,,text,고양이가 TV에서 떨어질까요?,,250.0,,,51.0,is the,,,
251,443450003,,,Is the plane far away?,,text,비행기가 멀리 있나요?,,251.0,,,52.0,is the,,,
252,331856019,,,Is this man tired of playing?,,text,이 남자는 노는 데 지쳤나요?,,252.0,,,53.0,is this,,,
253,530313001,,,Is a woman playing with her hair?,,text,여자가 머리를 가지고 놀고 있나요?,,253.0,,,54.0,is,,,
255,434867004,,,Is this a normal color for a train?,,text,이것이 기차의 일반적인 색상인가요?,,255.0,,,56.0,is this a,,,
256,435208011,,,Does this room have warm lighting?,,text,이 방에 따뜻한 조명이 있나요?,,256.0,,,57.0,does this,,,
258,325568007,,,Are you behind a net?,,text,그물 뒤에 있나요?,,258.0,,,59.0,are,,,
259,42541003,,,Is the sun out?,,text,해가 떴나요?,,259.0,,,60.0,is the,,,
262,399284000,,,What color is the water?,,text,물은 어떤 색인가요?,,262.0,,,63.0,what color is the,,,
263,465715003,,,Is the water clear?,,text,물이 맑나요?,,263.0,,,64.0,is the,,,
264,73199001,,,Are all the men wearing the same color shirts?,,text,모든 남자들이 같은 색 셔츠를 입고 있나요?,,264.0,,,65.0,are,,,
266,244111000,,,Is this designed to be co-located with another electronic device?,,text,이것은 다른 전자 기기와 함께 배치되도록 설계되었나요?,,266.0,,,67.0,is this,,,
267,361321003,,,Can you use a credit card here?,,text,여기서 신용카드를 사용할 수 있나요?,,267.0,,,68.0,can you,,,
268,205352003,,,Are the people on the boat seen easily?,,text,보트에 타고 있는 사람들이 쉽게 보이나요?,,268.0,,,69.0,are the,,,
269,196484002,,,Is the photographer as high as the giraffe?,,text,사진작가가 기린만큼 높나요?,,269.0,,,70.0,is the,,,
273,374677000,,,Is this a flower native to North America?,,text,이것은 북미 원산의 꽃인가요?,,273.0,,,74.0,is this a,,,
274,26501010,,,Will the bus go uptown?,,text,버스가 시내로 올라갈까요?,,274.0,,,75.0,none of the above,,,
275,493218001,,,Can you see any bare necks?,,text,맨 목이 보이나요?,,275.0,,,76.0,can you,,,
276,396200022,,,Is this kid on the right a professional skater?,,text,오른쪽에 있는 이 아이는 프로 스케이터인가요?,,276.0,,,77.0,is this,,,
277,224391007,,,Are these elephants in the jungle?,,text,이 코끼리들은 정글에 있나요?,,277.0,,,78.0,are these,,,
278,493623001,,,Are the shoes heels or flats?,,text,"신발이 힐인가요, 플랫인가요?",,278.0,,,79.0,are the,,,
280,339823002,,,What color is the umbrella?,,text,우산은 어떤 색인가요?,,280.0,,,81.0,what color is the,,,
281,511111002,,,What kind of juice is in the glass?,,text,유리잔에는 어떤 주스가 들어 있나요?,,281.0,,,82.0,what kind of,,,
282,192047000,,,Is there a towel on the hanger?,,text,옷걸이에 수건이 있나요?,,282.0,,,83.0,is there a,,,
284,117015004,,,Does the giraffe have a long neck?,,text,기린은 목이 길까요?,,284.0,,,85.0,does the,,,
285,223804001,,,Does the house have a porch?,,text,집에 현관이 있나요?,,285.0,,,86.0,does the,,,
286,220266001,,,Is the cat happy?,,text,고양이는 행복한가요?,,286.0,,,87.0,is the,,,
287,142722003,,,Do the cows appear to be concerned?,,text,소들이 걱정하는 것처럼 보이나요?,,287.0,,,88.0,do,,,
288,333290003,,,Is the giraffe taller than the light post?,,text,기린이 등대보다 더 큰가요?,,288.0,,,89.0,is the,,,
289,333371004,,,How many engines?,,text,엔진이 몇 개입니까?,,289.0,,,90.0,how many,,,
290,278601001,,,Is the company that made this truck still in business?,,text,이 트럭을 만든 회사는 아직 사업을 하고 있습니까?,,290.0,,,91.0,is the,,,
291,186282000,,,Is the monitor showing off a rainbow?,,text,모니터가 무지개를 뽐내고 있나요?,,291.0,,,92.0,is the,,,
292,188460002,,,Is the man sitting on a bed?,,text,남자가 침대에 앉아 있나요?,,292.0,,,93.0,is the man,,,
293,489861000,,,Is this truck a V-8?,,text,이 트럭은 V-8인가요?,,293.0,,,94.0,is this,,,
294,489728002,,,Is hellsing the same character as Van Helsing?,,text,헬싱은 반 헬싱과 같은 캐릭터인가요?,,294.0,,,95.0,is,,,
295,483553002,,,Is that spaghetti sauce?,,text,스파게티 소스인가요?,,295.0,,,96.0,is,,,
298,425153000,,,What is the giraffe eating?,,text,기린은 무엇을 먹고 있나요?,,298.0,,,99.0,what is the,,,
299,97230007,,,Is there a baby elephant in this picture?,,text,이 사진에 아기 코끼리가 있나요?,,299.0,,,100.0,is there a,,,
300,97964002,,,Is there anyone on the pic?,,text,사진에 누가 있나요?,,300.0,,,101.0,is there,,,
301,371135000,,,Is she reaching downwards?,,text,그녀가 아래로 손을 뻗고 있나요?,,301.0,,,102.0,is,,,
302,371139000,,,What color is the traffic light?,,text,신호등은 어떤 색인가요?,,302.0,,,103.0,what color is the,,,
303,10694011,,,Is it late night on the computer?,,text,컴퓨터가 늦은 밤에 켜져있가요?,,303.0,,,104.0,is it,,,
304,757004,,,Are these animals all touching?,,text,이 동물들은 모두 접촉하고 있나요?,,304.0,,,105.0,are these,,,
305,554002001,,,Is the dog wearing a tag?,,text,개가 태그를 달고 있나요?,,305.0,,,106.0,is the,,,
305,23954002,,,"Question: How many different types of animals are pictured? Answer the question using a single word or phrase. 
Answer:",,text,질문: 그림에 몇 가지 서로 다른 종류의 동물이 보이나요? 한 단어나 구로 답하십시오.,,,,,,how many,COCO_val2014_000000023954.jpg,"[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",2
212,422157006,,,"Question: Is the bus going to turn left or right? Answer the question using a single word or phrase. 
Answer:",,text,질문: 버스가 좌회전할까요 아니면 우회전할까요? 한 단어나 구절로 답하십시오. 답:,,,,,,is the,COCO_val2014_000000422157.jpg,"[{'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'right', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'right', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'right', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'right', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'straight', 'answer_confidence': 'maybe', 'answer_id': 10}]",right
47,135275001,,,"Question: What does yellow of the road mean? Answer the question using a single word or phrase. 
Answer:",,text,질문: 도로의 노란색은 무슨 뜻인가요? 한 단어나 구절로 답하십시오.,,,,,,what,COCO_val2014_000000135275.jpg,"[{'answer': 'fire lane', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'middle', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'no parking', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'caution', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'slow', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'caution', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'median', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'caution', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'curb', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'caution', 'answer_confidence': 'yes', 'answer_id': 10}]",caution
868,25005002,,,"Question: What is the man standing on? Answer the question using a single word or phrase. 
Answer:",,text,질문: 남자는 무엇 위에 서 있나요? 한 단어나 구절로 대답하십시오. 답:,,,,,,what is the man,COCO_val2014_000000025005.jpg,"[{'answer': 'skis', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'skis', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'skis', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'snow', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'skis', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'skis', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'snow', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'skis', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'skis', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'skis', 'answer_confidence': 'yes', 'answer_id': 10}]",skis
350,268215000,,,"Question: What vegetable is lining the dish? Answer the question using a single word or phrase. 
Answer:",,text,질문: 접시에 둘러싸고 있는 채소는 무엇입니까? 한 단어나 구절로 질문에 답하십시오. 답:,,,,,,what,COCO_val2014_000000268215.jpg,"[{'answer': 'green beans', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'green beans', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'rice, beans', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'beans and carrots', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'beans and carrots', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'green beans and carrots', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'beans', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'beans', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'rice', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'carrots and green beans', 'answer_confidence': 'yes', 'answer_id': 10}]",beans and carrots
784,8498007,,,"Question: How many clocks? Answer the question using a single word or phrase. 
Answer:",,text,질문: 시계가 몇 대입니까? 한 단어나 구로 답하십시오.,,,,,,how many,COCO_val2014_000000008498.jpg,"[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 10}]",2
587,382850000,,,"Question: What color is the boat? Answer the question using a single word or phrase. 
Answer:",,text,질문: 배의 색은 무엇입니까? 한 단어나 구로 질문에 답하십시오. 답변:,,,,,,what color is the,COCO_val2014_000000382850.jpg,"[{'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 10}]",blue
